YEAR,COUNTY_DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,TITLE1_FLAG,TITLE1_FLAG_DESC,ENROLLMENT_GRADES_K_12,JANUARY_MEMBERSHIP,LUNCH_COUNT_FREE_REDUCED,LUNCH_COUNT_FREE_REDUCTED_PCT,ENROLLMENT_ASIAN,ENROLLMENT_ASIAN_PCT,ENROLLMENT_ASIAN_PACIFIC_ISLANDER,ENROLLMENT_ASIAN_PACIFIC_ISLANDER_PCT,ENROLLMENT_BLACK,ENROLLMENT_BLACK_PCT,ENROLLMENT_HISPANIC,ENROLLMENT_HISPANIC_PCT,ENROLLMENT_INDIAN,ENROLLMENT_INDIAN_PCT,ENROLLMENT_MULTIRACIAL,ENROLLMENT_MULTIRACIAL_PCT,ENROLLMENT_PACIFIC_ISLANDER,ENROLLMENT_PACIFIC_ISLANDER_PCT,ENROLLMENT_WHITE,ENROLLMENT_WHITE_PCT,ENROLLMENT_ELL_LEP,ENROLLMENT_ELL_LEP_PCT,ENROLLMENT_GRADE_PK_ELL_LEP,ENROLLMENT_GRADE_PK_ELL_LEP_PCT,IEP_SCHOOLAGE_CHILDCOUNT,IEP_INCIDENCE_RATE
2005,115115,ST. LOUIS CITY,5780,SHAW VISUAL/PERF. ARTS CTR.,S,SCHOOLWIDE,335,332,263,79.2,NULL,NULL,*,*,199,59.4,9,2.69,*,*,*,*,NULL,NULL,123,36.72,*,*,*,*,*,*
1991,115115,ST. LOUIS CITY,5800,SHENANDOAH ELEM.,NULL, ,242,225,*,*,NULL,NULL,*,*,158,65.29,*,*,*,*,*,*,NULL,NULL,81,33.47,*,*,*,*,*,*
1992,115115,ST. LOUIS CITY,5800,SHENANDOAH ELEM.,NULL, ,268,273,*,*,NULL,NULL,*,*,188,70.15,*,*,*,*,*,*,NULL,NULL,74,27.61,*,*,*,*,*,*
1993,115115,ST. LOUIS CITY,5800,SHENANDOAH ELEM.,NULL, ,182,268,*,*,NULL,NULL,*,*,123,67.58,*,*,*,*,*,*,NULL,NULL,52,28.57,*,*,*,*,*,*
1994,115115,ST. LOUIS CITY,5800,SHENANDOAH ELEM.,NULL, ,248,258,*,*,NULL,NULL,*,*,177,71.37,*,*,*,*,*,*,NULL,NULL,57,22.98,*,*,*,*,*,*
1995,115115,ST. LOUIS CITY,5800,SHENANDOAH ELEM.,NULL, ,273,274,*,*,NULL,NULL,*,*,213,78.02,*,*,*,*,*,*,NULL,NULL,43,15.75,*,*,*,*,*,*
1996,115115,ST. LOUIS CITY,5800,SHENANDOAH ELEM.,NULL, ,266,269,257,95.5,NULL,NULL,*,*,213,80.08,*,*,*,*,*,*,NULL,NULL,37,13.91,*,*,*,*,*,*
1997,115115,ST. LOUIS CITY,5800,SHENANDOAH ELEM.,NULL, ,249,250,235,94,NULL,NULL,*,*,207,83.13,*,*,*,*,*,*,NULL,NULL,29,11.65,*,*,*,*,*,*
1998,115115,ST. LOUIS CITY,5800,SHENANDOAH ELEM.,NULL, ,244,241,225,93.4,NULL,NULL,*,*,215,88.11,*,*,*,*,*,*,NULL,NULL,21,8.61,*,*,*,*,*,*
1999,115115,ST LOUIS CITY,5800,SHENANDOAH ELEM.,S,SCHOOLWIDE,276,267,247,92.5,NULL,NULL,*,*,245,88.77,*,*,*,*,*,*,NULL,NULL,23,8.33,*,*,*,*,*,*
2000,115115,ST. LOUIS CITY,5800,SHENANDOAH ELEM.,S,SCHOOLWIDE,259,265,257,97,NULL,NULL,*,*,224,86.49,*,*,*,*,*,*,NULL,NULL,27,10.42,*,*,*,*,*,*
2001,115115,ST. LOUIS CITY,5800,SHENANDOAH ELEM.,S,SCHOOLWIDE,247,256,251,98,NULL,NULL,*,*,222,89.88,*,*,*,*,*,*,NULL,NULL,21,8.5,*,*,*,*,*,*
2002,115115,ST. LOUIS CITY,5800,SHENANDOAH ELEM.,S,SCHOOLWIDE,254,252,239,94.8,NULL,NULL,*,*,231,90.94,6,2.36,*,*,*,*,NULL,NULL,15,5.91,*,*,*,*,*,*
2003,115115,ST. LOUIS CITY,5800,SHENANDOAH ELEM.,S,SCHOOLWIDE,175,169,164,97,NULL,NULL,*,*,163,93.14,*,*,*,*,*,*,NULL,NULL,10,5.71,*,*,*,*,*,*
2004,115115,ST. LOUIS CITY,5800,SHENANDOAH ELEM.,S,SCHOOLWIDE,226,214,*,*,NULL,NULL,*,*,215,95.13,*,*,*,*,*,*,NULL,NULL,11,4.87,*,*,*,*,*,*
2005,115115,ST. LOUIS CITY,5800,SHENANDOAH ELEM.,S,SCHOOLWIDE,229,226,216,95.6,NULL,NULL,*,*,217,94.76,*,*,*,*,*,*,NULL,NULL,11,4.8,*,*,*,*,*,*
1991,115115,ST. LOUIS CITY,5820,SHEPARD ELEM.,NULL, ,350,356,*,*,NULL,NULL,*,*,185,52.86,*,*,*,*,*,*,NULL,NULL,162,46.29,*,*,*,*,*,*
1992,115115,ST. LOUIS CITY,5820,SHEPARD ELEM.,NULL, ,278,288,*,*,NULL,NULL,*,*,116,41.73,*,*,*,*,*,*,NULL,NULL,159,57.19,*,*,*,*,*,*
1993,115115,ST. LOUIS CITY,5820,SHEPARD ELEM.,NULL, ,463,449,*,*,NULL,NULL,*,*,276,59.61,*,*,*,*,*,*,NULL,NULL,187,40.39,*,*,*,*,*,*
1994,115115,ST. LOUIS CITY,5820,SHEPARD ELEM.,NULL, ,438,456,*,*,NULL,NULL,*,*,277,63.24,*,*,*,*,*,*,NULL,NULL,159,36.3,*,*,*,*,*,*
1995,115115,ST. LOUIS CITY,5820,SHEPARD ELEM.,NULL, ,458,495,*,*,NULL,NULL,*,*,328,71.62,*,*,*,*,*,*,NULL,NULL,125,27.29,*,*,*,*,*,*
1996,115115,ST. LOUIS CITY,5820,SHEPARD ELEM.,NULL, ,478,483,476,98.6,NULL,NULL,*,*,346,72.38,*,*,*,*,*,*,NULL,NULL,128,26.78,*,*,*,*,*,*
1997,115115,ST. LOUIS CITY,5820,SHEPARD ELEM.,NULL, ,557,558,545,97.7,NULL,NULL,*,*,436,78.28,*,*,*,*,*,*,NULL,NULL,116,20.83,*,*,*,*,*,*
1998,115115,ST. LOUIS CITY,5820,SHEPARD ELEM.,NULL, ,467,568,475,83.6,NULL,NULL,*,*,374,80.09,12,2.57,*,*,*,*,NULL,NULL,81,17.34,*,*,*,*,*,*
1999,115115,ST LOUIS CITY,5820,SHEPARD ELEM.,S,SCHOOLWIDE,462,492,453,92.1,NULL,NULL,*,*,391,84.63,*,*,*,*,*,*,NULL,NULL,71,15.37,*,*,*,*,*,*
2000,115115,ST. LOUIS CITY,5820,SHEPARD ELEM.,S,SCHOOLWIDE,520,524,513,97.9,NULL,NULL,*,*,457,87.88,*,*,*,*,*,*,NULL,NULL,61,11.73,*,*,*,*,*,*
2001,115115,ST. LOUIS CITY,5820,SHEPARD ELEM.,S,SCHOOLWIDE,481,451,443,98.2,NULL,NULL,*,*,434,90.23,*,*,*,*,*,*,NULL,NULL,45,9.36,*,*,*,*,*,*
2002,115115,ST. LOUIS CITY,5820,SHEPARD ELEM.,S,SCHOOLWIDE,367,373,363,97.3,NULL,NULL,*,*,365,99.46,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2003,115115,ST. LOUIS CITY,5820,SHEPARD ELEM.,S,SCHOOLWIDE,312,330,*,*,NULL,NULL,*,*,290,92.95,*,*,*,*,*,*,NULL,NULL,22,7.05,*,*,*,*,*,*
2004,115115,ST. LOUIS CITY,5820,SHEPARD ELEM.,S,SCHOOLWIDE,334,335,323,96.4,NULL,NULL,*,*,313,93.71,*,*,*,*,*,*,NULL,NULL,21,6.29,*,*,*,*,*,*
2005,115115,ST. LOUIS CITY,5820,SHEPARD ELEM.,S,SCHOOLWIDE,237,265,258,97.4,NULL,NULL,*,*,216,91.14,*,*,*,*,*,*,NULL,NULL,19,8.02,*,*,*,*,*,*
1991,115115,ST. LOUIS CITY,5840,SHERMAN ELEM.,NULL, ,308,282,*,*,NULL,NULL,*,*,278,90.26,*,*,*,*,*,*,NULL,NULL,30,9.74,*,*,*,*,*,*
1992,115115,ST. LOUIS CITY,5840,SHERMAN ELEM.,NULL, ,276,259,*,*,NULL,NULL,*,*,248,89.86,*,*,*,*,*,*,NULL,NULL,28,10.14,*,*,*,*,*,*
1993,115115,ST. LOUIS CITY,5840,SHERMAN ELEM.,NULL, ,295,303,*,*,NULL,NULL,*,*,277,93.9,*,*,*,*,*,*,NULL,NULL,18,6.1,*,*,*,*,*,*
1994,115115,ST. LOUIS CITY,5840,SHERMAN ELEM.,NULL, ,382,386,*,*,NULL,NULL,*,*,358,93.72,*,*,*,*,*,*,NULL,NULL,22,5.76,*,*,*,*,*,*
1995,115115,ST. LOUIS CITY,5840,SHERMAN ELEM. COMM. ED. CTR.,NULL, ,257,257,*,*,NULL,NULL,*,*,243,94.55,*,*,*,*,*,*,NULL,NULL,14,5.45,*,*,*,*,*,*
1996,115115,ST. LOUIS CITY,5840,SHERMAN ELEM. COMM. ED. CTR.,NULL, ,350,353,343,97.2,NULL,NULL,*,*,339,96.86,*,*,*,*,*,*,NULL,NULL,11,3.14,*,*,*,*,*,*
1997,115115,ST. LOUIS CITY,5840,SHERMAN ELEM. COMM. ED. CTR.,NULL, ,316,313,293,93.6,NULL,NULL,*,*,307,97.15,*,*,*,*,*,*,NULL,NULL,6,1.9,*,*,*,*,*,*
1998,115115,ST. LOUIS CITY,5840,SHERMAN ELEM. COMM. ED. CTR.,NULL, ,290,297,283,95.3,NULL,NULL,*,*,281,96.9,*,*,*,*,*,*,NULL,NULL,6,2.07,*,*,*,*,*,*
1999,115115,ST LOUIS CITY,5840,SHERMAN ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,308,316,300,94.9,NULL,NULL,*,*,302,98.05,*,*,*,*,*,*,NULL,NULL,6,1.95,*,*,*,*,*,*
2000,115115,ST. LOUIS CITY,5840,SHERMAN ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,302,298,*,*,NULL,NULL,*,*,302,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2001,115115,ST. LOUIS CITY,5840,SHERMAN ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,288,272,263,96.7,NULL,NULL,*,*,284,98.61,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2002,115115,ST. LOUIS CITY,5840,SHERMAN ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,298,305,287,94.1,NULL,NULL,*,*,294,98.66,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2003,115115,ST. LOUIS CITY,5840,SHERMAN ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,300,302,292,96.7,NULL,NULL,*,*,296,98.67,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2004,115115,ST. LOUIS CITY,5840,SHERMAN ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,218,207,202,97.6,NULL,NULL,*,*,214,98.17,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2005,115115,ST. LOUIS CITY,5840,SHERMAN ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,178,188,*,*,NULL,NULL,*,*,177,99.44,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1991,115115,ST. LOUIS CITY,5860,SIGEL ELEM.,NULL, ,551,566,*,*,NULL,NULL,*,*,418,75.86,*,*,*,*,*,*,NULL,NULL,128,23.23,*,*,*,*,*,*
1992,115115,ST. LOUIS CITY,5860,SIGEL ELEM.,NULL, ,554,524,*,*,NULL,NULL,*,*,433,78.16,6,1.08,*,*,*,*,NULL,NULL,114,20.58,*,*,*,*,*,*
1993,115115,ST. LOUIS CITY,5860,SIGEL ELEM.,NULL, ,278,261,*,*,NULL,NULL,*,*,218,78.42,*,*,*,*,*,*,NULL,NULL,55,19.78,*,*,*,*,*,*
1994,115115,ST. LOUIS CITY,5860,SIGEL ELEM.,NULL, ,338,348,*,*,NULL,NULL,*,*,271,80.18,8,2.37,*,*,*,*,NULL,NULL,59,17.46,*,*,*,*,*,*
1995,115115,ST. LOUIS CITY,5860,SIGEL ELEM. COMM. ED. CTR.,NULL, ,397,383,*,*,NULL,NULL,*,*,329,82.87,*,*,*,*,*,*,NULL,NULL,62,15.62,*,*,*,*,*,*
1996,115115,ST. LOUIS CITY,5860,SIGEL ELEM. COMM. ED. CTR.,NULL, ,409,417,396,95,NULL,NULL,*,*,330,80.68,17,4.16,*,*,*,*,NULL,NULL,58,14.18,*,*,*,*,*,*
1997,115115,ST. LOUIS CITY,5860,SIGEL ELEM. COMM. ED. CTR.,NULL, ,483,480,457,95.2,NULL,NULL,*,*,379,78.47,18,3.73,*,*,*,*,NULL,NULL,69,14.29,*,*,*,*,*,*
1998,115115,ST. LOUIS CITY,5860,SIGEL ELEM. COMM. ED. CTR.,NULL, ,509,536,503,93.8,NULL,NULL,*,*,415,81.53,10,1.96,*,*,*,*,NULL,NULL,65,12.77,*,*,*,*,*,*
1999,115115,ST LOUIS CITY,5860,SIGEL ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,457,449,438,97.6,NULL,NULL,*,*,366,80.09,11,2.41,*,*,*,*,NULL,NULL,61,13.35,*,*,*,*,*,*
2000,115115,ST. LOUIS CITY,5860,SIGEL ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,470,465,457,98.3,NULL,NULL,*,*,380,80.85,12,2.55,*,*,*,*,NULL,NULL,67,14.26,*,*,*,*,*,*
2001,115115,ST. LOUIS CITY,5860,SIGEL ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,377,399,394,98.7,NULL,NULL,*,*,289,76.66,16,4.24,*,*,*,*,NULL,NULL,60,15.92,*,*,*,*,*,*
2002,115115,ST. LOUIS CITY,5860,SIGEL ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,340,370,338,91.4,NULL,NULL,*,*,276,81.18,13,3.82,*,*,*,*,NULL,NULL,39,11.47,*,*,*,*,*,*
2003,115115,ST. LOUIS CITY,5860,SIGEL ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,272,285,*,*,NULL,NULL,*,*,232,85.29,5,1.84,*,*,*,*,NULL,NULL,22,8.09,*,*,*,*,*,*
2004,115115,ST. LOUIS CITY,5860,SIGEL ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,302,298,291,97.7,NULL,NULL,*,*,250,82.78,8,2.65,*,*,*,*,NULL,NULL,25,8.28,*,*,*,*,*,*
2005,115115,ST. LOUIS CITY,5860,SIGEL ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,263,272,265,97.4,NULL,NULL,*,*,209,79.47,17,6.46,*,*,*,*,NULL,NULL,25,9.51,*,*,*,*,*,*
1996,115115,ST. LOUIS CITY,5880,SIMMONS ELEM.,NULL, ,216,229,208,90.8,NULL,NULL,*,*,216,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1997,115115,ST. LOUIS CITY,5880,SIMMONS ELEM.,NULL, ,365,354,*,*,NULL,NULL,*,*,360,98.63,*,*,*,*,*,*,NULL,NULL,5,1.37,*,*,*,*,*,*
1998,115115,ST. LOUIS CITY,5880,SIMMONS ELEM.,NULL, ,320,312,*,*,NULL,NULL,*,*,312,97.5,*,*,*,*,*,*,NULL,NULL,8,2.5,*,*,*,*,*,*
1999,115115,ST LOUIS CITY,5880,SIMMONS ELEM.,S,SCHOOLWIDE,324,335,328,97.9,NULL,NULL,*,*,321,99.07,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2000,115115,ST. LOUIS CITY,5880,SIMMONS ELEM.,S,SCHOOLWIDE,304,325,313,96.3,NULL,NULL,*,*,292,96.05,*,*,*,*,*,*,NULL,NULL,11,3.62,*,*,*,*,*,*
2001,115115,ST. LOUIS CITY,5880,SIMMONS ELEM.,S,SCHOOLWIDE,285,296,285,96.3,NULL,NULL,*,*,275,96.49,*,*,*,*,*,*,NULL,NULL,9,3.16,*,*,*,*,*,*
2002,115115,ST. LOUIS CITY,5880,SIMMONS ELEM.,S,SCHOOLWIDE,292,291,268,92.1,NULL,NULL,*,*,287,98.29,*,*,*,*,*,*,NULL,NULL,5,1.71,*,*,*,*,*,*
2003,115115,ST. LOUIS CITY,5880,SIMMONS ELEM.,S,SCHOOLWIDE,257,243,223,91.8,NULL,NULL,*,*,256,99.61,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2004,115115,ST. LOUIS CITY,5880,SIMMONS ELEM.,S,SCHOOLWIDE,388,384,359,93.5,NULL,NULL,*,*,387,99.74,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2005,115115,ST. LOUIS CITY,5880,SIMMONS ELEM.,S,SCHOOLWIDE,321,315,303,96.2,NULL,NULL,*,*,319,99.38,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2000,115115,ST. LOUIS CITY,5900,FROEBEL BRANCH,NULL, ,124,131,*,*,NULL,NULL,*,*,117,94.35,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2001,115115,ST. LOUIS CITY,5900,FROEBEL BRANCH,NULL, ,130,127,*,*,NULL,NULL,*,*,126,96.92,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2002,115115,ST. LOUIS CITY,5900,FROEBEL BRANCH,NULL, ,122,117,*,*,NULL,NULL,*,*,109,89.34,*,*,*,*,*,*,NULL,NULL,9,7.38,*,*,*,*,*,*
1991,115115,ST. LOUIS CITY,5920,STIX I.L.C. MAGNET ELEM.,NULL, ,310,329,*,*,NULL,NULL,*,*,195,62.9,*,*,*,*,*,*,NULL,NULL,112,36.13,*,*,*,*,*,*
1992,115115,ST. LOUIS CITY,5920,STIX I.L.C. MAGNET ELEM.,NULL, ,301,322,*,*,NULL,NULL,*,*,177,58.8,*,*,*,*,*,*,NULL,NULL,121,40.2,*,*,*,*,*,*
1993,115115,ST. LOUIS CITY,5920,STIX I.L.C. MAGNET ELEM.,NULL, ,303,325,*,*,NULL,NULL,*,*,188,62.05,*,*,*,*,*,*,NULL,NULL,112,36.96,*,*,*,*,*,*
1996,115115,ST. LOUIS CITY,5930,STIX EARLY CHILDHOOD CTR.,NULL, ,202,220,144,65.5,NULL,NULL,*,*,120,59.41,*,*,*,*,*,*,NULL,NULL,75,37.13,*,*,*,*,*,*
1997,115115,ST. LOUIS CITY,5930,STIX EARLY CHILDHOOD CTR.,NULL, ,271,273,*,*,NULL,NULL,*,*,155,57.2,*,*,*,*,*,*,NULL,NULL,104,38.38,*,*,*,*,*,*
1998,115115,ST. LOUIS CITY,5930,STIX EARLY CHILDHOOD CTR.,NULL, ,328,325,197,60.6,NULL,NULL,*,*,203,61.89,6,1.83,*,*,*,*,NULL,NULL,114,34.76,*,*,*,*,*,*
1999,115115,ST LOUIS CITY,5930,STIX EARLY CHILDHOOD CTR.,S,SCHOOLWIDE,362,369,222,60.2,NULL,NULL,*,*,232,64.09,*,*,*,*,*,*,NULL,NULL,116,32.04,*,*,*,*,*,*
2000,115115,ST. LOUIS CITY,5930,STIX EARLY CHILDHOOD CTR.,S,SCHOOLWIDE,314,309,199,64.4,NULL,NULL,*,*,210,66.88,*,*,*,*,*,*,NULL,NULL,93,29.62,*,*,*,*,*,*
2001,115115,ST. LOUIS CITY,5930,STIX EARLY CHILDHOOD CTR.,S,SCHOOLWIDE,288,289,183,63.3,NULL,NULL,*,*,212,73.61,*,*,*,*,*,*,NULL,NULL,68,23.61,*,*,*,*,*,*
2002,115115,ST. LOUIS CITY,5930,STIX EARLY CHILDHOOD CTR.,S,SCHOOLWIDE,270,299,176,58.9,NULL,NULL,*,*,186,68.89,*,*,*,*,*,*,NULL,NULL,77,28.52,*,*,*,*,*,*
2003,115115,ST. LOUIS CITY,5930,STIX EARLY CHILDHOOD CTR.,S,SCHOOLWIDE,306,301,183,60.8,NULL,NULL,*,*,207,67.65,8,2.61,*,*,*,*,NULL,NULL,81,26.47,*,*,*,*,*,*
2004,115115,ST. LOUIS CITY,5930,STIX EARLY CHILDHOOD CTR.,S,SCHOOLWIDE,314,314,195,62.1,NULL,NULL,*,*,214,68.15,9,2.87,*,*,*,*,NULL,NULL,82,26.11,*,*,*,*,*,*
2005,115115,ST. LOUIS CITY,5930,STIX EARLY CHILDHOOD CTR.,S,SCHOOLWIDE,299,294,197,67,NULL,NULL,*,*,193,64.55,10,3.34,8,2.68,*,*,NULL,NULL,77,25.75,*,*,*,*,*,*
1991,115115,ST. LOUIS CITY,5940,WADE I.G.E. MAGNET ELEM.,NULL, ,249,236,*,*,NULL,NULL,*,*,148,59.44,*,*,*,*,*,*,NULL,NULL,101,40.56,*,*,*,*,*,*
1991,115115,ST. LOUIS CITY,5960,WALBRIDGE ELEM.,NULL, ,537,549,*,*,NULL,NULL,*,*,536,99.81,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1992,115115,ST. LOUIS CITY,5960,WALBRIDGE ELEM.,NULL, ,513,494,*,*,NULL,NULL,*,*,513,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1993,115115,ST. LOUIS CITY,5960,WALBRIDGE ELEM.,NULL, ,451,454,*,*,NULL,NULL,*,*,451,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1994,115115,ST. LOUIS CITY,5960,WALBRIDGE ELEM.,NULL, ,450,448,*,*,NULL,NULL,*,*,449,99.78,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1995,115115,ST. LOUIS CITY,5960,WALBRIDGE ELEM. COMMUNITY ED.,NULL, ,416,411,*,*,NULL,NULL,*,*,416,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1996,115115,ST. LOUIS CITY,5960,WALBRIDGE ELEM. COMMUNITY ED.,NULL, ,407,423,415,98.1,NULL,NULL,*,*,407,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1997,115115,ST. LOUIS CITY,5960,WALBRIDGE ELEM. COMMUNITY ED.,NULL, ,412,428,423,98.8,NULL,NULL,*,*,412,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1998,115115,ST. LOUIS CITY,5960,WALBRIDGE ELEM. COMMUNITY ED.,NULL, ,433,426,418,98.1,NULL,NULL,*,*,433,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1999,115115,ST LOUIS CITY,5960,WALBRIDGE ELEM. COMMUNITY ED.,S,SCHOOLWIDE,409,461,*,*,NULL,NULL,*,*,409,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2000,115115,ST. LOUIS CITY,5960,WALBRIDGE ELEM. COMMUNITY ED.,S,SCHOOLWIDE,399,393,*,*,NULL,NULL,*,*,399,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2001,115115,ST. LOUIS CITY,5960,WALBRIDGE ELEM. COMMUNITY ED.,S,SCHOOLWIDE,330,346,*,*,NULL,NULL,*,*,330,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2002,115115,ST. LOUIS CITY,5960,WALBRIDGE ELEM. COMMUNITY ED.,S,SCHOOLWIDE,286,323,315,97.5,NULL,NULL,*,*,286,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2003,115115,ST. LOUIS CITY,5960,WALBRIDGE ELEM. COMMUNITY ED.,S,SCHOOLWIDE,312,324,319,98.5,NULL,NULL,*,*,310,99.36,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2004,115115,ST. LOUIS CITY,5960,WALBRIDGE ELEM. COMMUNITY ED.,S,SCHOOLWIDE,362,371,*,*,NULL,NULL,*,*,362,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2005,115115,ST. LOUIS CITY,5960,WALBRIDGE ELEM. COMMUNITY ED.,S,SCHOOLWIDE,344,353,348,98.6,NULL,NULL,*,*,340,98.84,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2001,115115,ST. LOUIS CITY,5970,WOERNER ELEM.,NULL, ,310,345,302,87.5,NULL,NULL,*,*,94,30.32,*,*,*,*,*,*,NULL,NULL,204,65.81,*,*,*,*,*,*
2002,115115,ST. LOUIS CITY,5970,WOERNER ELEM.,T,TARGETED,476,500,426,85.2,NULL,NULL,*,*,145,30.46,6,1.26,*,*,*,*,NULL,NULL,316,66.39,*,*,*,*,*,*
2003,115115,ST. LOUIS CITY,5970,WOERNER ELEM.,T,TARGETED,426,414,349,84.3,NULL,NULL,*,*,99,23.24,16,3.76,*,*,*,*,NULL,NULL,298,69.95,*,*,*,*,*,*
2004,115115,ST. LOUIS CITY,5970,WOERNER ELEM.,T,TARGETED,426,454,393,86.6,NULL,NULL,*,*,75,17.61,25,5.87,*,*,*,*,NULL,NULL,312,73.24,*,*,*,*,*,*
2005,115115,ST. LOUIS CITY,5970,WOERNER ELEM.,S,SCHOOLWIDE,402,419,364,86.9,NULL,NULL,*,*,71,17.66,25,6.22,*,*,*,*,NULL,NULL,292,72.64,*,*,*,*,*,*
1991,115115,ST. LOUIS CITY,5980,WALNUT PARK ELEM.,NULL, ,307,302,*,*,NULL,NULL,*,*,306,99.67,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1992,115115,ST. LOUIS CITY,5980,WALNUT PARK ELEM.,NULL, ,341,336,*,*,NULL,NULL,*,*,341,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1993,115115,ST. LOUIS CITY,5980,WALNUT PARK ELEM.,NULL, ,291,301,*,*,NULL,NULL,*,*,291,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1994,115115,ST. LOUIS CITY,5980,WALNUT PARK ELEM.,NULL, ,342,357,*,*,NULL,NULL,*,*,341,99.71,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1995,115115,ST. LOUIS CITY,5980,WALNUT PARK ELEM.,NULL, ,340,365,*,*,NULL,NULL,*,*,340,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1996,115115,ST. LOUIS CITY,5980,WALNUT PARK ELEM.,NULL, ,280,297,292,98.3,NULL,NULL,*,*,280,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1997,115115,ST. LOUIS CITY,5980,WALNUT PARK ELEM.,NULL, ,274,283,*,*,NULL,NULL,*,*,274,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1998,115115,ST. LOUIS CITY,5980,WALNUT PARK ELEM.,NULL, ,301,303,*,*,NULL,NULL,*,*,301,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1999,115115,ST LOUIS CITY,5980,WALNUT PARK ELEM.,S,SCHOOLWIDE,285,284,*,*,NULL,NULL,*,*,285,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2000,115115,ST. LOUIS CITY,5980,WALNUT PARK ELEM.,S,SCHOOLWIDE,296,302,294,97.4,NULL,NULL,*,*,296,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2001,115115,ST. LOUIS CITY,5980,WALNUT PARK ELEM.,S,SCHOOLWIDE,254,261,*,*,NULL,NULL,*,*,254,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2002,115115,ST. LOUIS CITY,5980,WALNUT PARK ELEM.,S,SCHOOLWIDE,255,236,*,*,NULL,NULL,*,*,255,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
