YEAR,COUNTY_DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,TITLE1_FLAG,TITLE1_FLAG_DESC,ENROLLMENT_GRADES_K_12,JANUARY_MEMBERSHIP,LUNCH_COUNT_FREE_REDUCED,LUNCH_COUNT_FREE_REDUCTED_PCT,ENROLLMENT_ASIAN,ENROLLMENT_ASIAN_PCT,ENROLLMENT_ASIAN_PACIFIC_ISLANDER,ENROLLMENT_ASIAN_PACIFIC_ISLANDER_PCT,ENROLLMENT_BLACK,ENROLLMENT_BLACK_PCT,ENROLLMENT_HISPANIC,ENROLLMENT_HISPANIC_PCT,ENROLLMENT_INDIAN,ENROLLMENT_INDIAN_PCT,ENROLLMENT_MULTIRACIAL,ENROLLMENT_MULTIRACIAL_PCT,ENROLLMENT_PACIFIC_ISLANDER,ENROLLMENT_PACIFIC_ISLANDER_PCT,ENROLLMENT_WHITE,ENROLLMENT_WHITE_PCT,ENROLLMENT_ELL_LEP,ENROLLMENT_ELL_LEP_PCT,ENROLLMENT_GRADE_PK_ELL_LEP,ENROLLMENT_GRADE_PK_ELL_LEP_PCT,IEP_SCHOOLAGE_CHILDCOUNT,IEP_INCIDENCE_RATE
2003,115115,ST. LOUIS CITY,5980,WALNUT PARK ELEM.,S,SCHOOLWIDE,232,228,*,*,NULL,NULL,*,*,232,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1991,115115,ST. LOUIS CITY,6000,WARING A.B.I. ELEM.,NULL, ,181,175,*,*,NULL,NULL,*,*,117,64.64,*,*,*,*,*,*,NULL,NULL,59,32.6,*,*,*,*,*,*
1992,115115,ST. LOUIS CITY,6000,WARING A.B.I. ELEM.,NULL, ,153,160,*,*,NULL,NULL,*,*,87,56.86,*,*,*,*,*,*,NULL,NULL,62,40.52,*,*,*,*,*,*
1993,115115,ST. LOUIS CITY,6000,WARING A.B.I. ELEM.,NULL, ,252,264,*,*,NULL,NULL,*,*,151,59.92,*,*,*,*,*,*,NULL,NULL,96,38.1,*,*,*,*,*,*
1994,115115,ST. LOUIS CITY,6000,WARING A.B.I. ELEM.,NULL, ,270,283,*,*,NULL,NULL,*,*,161,59.63,*,*,*,*,*,*,NULL,NULL,101,37.41,*,*,*,*,*,*
1995,115115,ST. LOUIS CITY,6000,WARING A.B.I. ELEM.,NULL, ,281,282,*,*,NULL,NULL,*,*,171,60.85,*,*,*,*,*,*,NULL,NULL,101,35.94,*,*,*,*,*,*
1996,115115,ST. LOUIS CITY,6000,WARING A.B.I. ELEM.,NULL, ,260,251,208,82.9,NULL,NULL,*,*,164,63.08,*,*,*,*,*,*,NULL,NULL,89,34.23,*,*,*,*,*,*
1997,115115,ST. LOUIS CITY,6000,WARING A.B.I. ELEM.,NULL, ,230,240,191,79.6,NULL,NULL,*,*,141,61.3,*,*,*,*,*,*,NULL,NULL,80,34.78,*,*,*,*,*,*
1998,115115,ST. LOUIS CITY,6000,WARING A.B.I. ELEM.,NULL, ,262,268,209,78,NULL,NULL,*,*,155,59.16,*,*,*,*,*,*,NULL,NULL,97,37.02,*,*,*,*,*,*
1999,115115,ST LOUIS CITY,6000,WARING A.B.I. ELEM.,S,SCHOOLWIDE,240,250,193,77.2,NULL,NULL,*,*,146,60.83,*,*,*,*,*,*,NULL,NULL,83,34.58,*,*,*,*,*,*
2000,115115,ST. LOUIS CITY,6000,WARING A.B.I. ELEM.,S,SCHOOLWIDE,244,243,197,81.1,NULL,NULL,*,*,150,61.48,7,2.87,*,*,*,*,NULL,NULL,81,33.2,*,*,*,*,*,*
2001,115115,ST. LOUIS CITY,6000,WARING A.B.I. ELEM.,S,SCHOOLWIDE,218,216,178,82.4,NULL,NULL,*,*,141,64.68,6,2.75,*,*,*,*,NULL,NULL,64,29.36,*,*,*,*,*,*
2002,115115,ST. LOUIS CITY,6000,WARING A.B.I. ELEM.,S,SCHOOLWIDE,169,176,149,84.7,NULL,NULL,*,*,119,70.41,6,3.55,*,*,*,*,NULL,NULL,41,24.26,*,*,*,*,*,*
2003,115115,ST. LOUIS CITY,6000,WARING A.B.I. ELEM.,S,SCHOOLWIDE,156,168,140,83.3,NULL,NULL,*,*,156,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1991,115115,ST. LOUIS CITY,6010,WASHINGTON MONTESSORI,NULL, ,316,322,*,*,NULL,NULL,*,*,196,62.03,*,*,*,*,*,*,NULL,NULL,120,37.97,*,*,*,*,*,*
1992,115115,ST. LOUIS CITY,6010,WASHINGTON MONTESSORI,NULL, ,361,364,*,*,NULL,NULL,*,*,227,62.88,*,*,*,*,*,*,NULL,NULL,134,37.12,*,*,*,*,*,*
1993,115115,ST. LOUIS CITY,6010,WASHINGTON MONTESSORI,NULL, ,332,328,*,*,NULL,NULL,*,*,230,69.28,*,*,*,*,*,*,NULL,NULL,102,30.72,*,*,*,*,*,*
1994,115115,ST. LOUIS CITY,6010,WASHINGTON MONTESSORI,NULL, ,390,379,*,*,NULL,NULL,*,*,259,66.41,*,*,*,*,*,*,NULL,NULL,129,33.08,*,*,*,*,*,*
1995,115115,ST. LOUIS CITY,6010,WASHINGTON MONTESSORI,NULL, ,384,367,*,*,NULL,NULL,*,*,234,60.94,*,*,*,*,*,*,NULL,NULL,142,36.98,*,*,*,*,*,*
1996,115115,ST. LOUIS CITY,6010,WASHINGTON MONTESSORI,NULL, ,310,305,201,65.9,NULL,NULL,*,*,184,59.35,*,*,*,*,*,*,NULL,NULL,117,37.74,*,*,*,*,*,*
1997,115115,ST. LOUIS CITY,6010,WASHINGTON MONTESSORI,NULL, ,323,323,223,69,NULL,NULL,*,*,205,63.47,11,3.41,*,*,*,*,NULL,NULL,99,30.65,*,*,*,*,*,*
1998,115115,ST. LOUIS CITY,6010,WASHINGTON MONTESSORI,NULL, ,333,336,213,63.4,NULL,NULL,*,*,216,64.86,10,3,*,*,*,*,NULL,NULL,97,29.13,*,*,*,*,*,*
1999,115115,ST LOUIS CITY,6010,WASHINGTON MONTESSORI,S,SCHOOLWIDE,303,345,249,72.2,NULL,NULL,*,*,207,68.32,15,4.95,*,*,*,*,NULL,NULL,69,22.77,*,*,*,*,*,*
2000,115115,ST. LOUIS CITY,6010,WASHINGTON MONTESSORI,S,SCHOOLWIDE,340,327,244,74.6,NULL,NULL,*,*,248,72.94,15,4.41,*,*,*,*,NULL,NULL,67,19.71,*,*,*,*,*,*
2001,115115,ST. LOUIS CITY,6010,WASHINGTON MONTESSORI,S,SCHOOLWIDE,294,296,222,75,NULL,NULL,*,*,221,75.17,17,5.78,*,*,*,*,NULL,NULL,50,17.01,*,*,*,*,*,*
2002,115115,ST. LOUIS CITY,6010,WASHINGTON MONTESSORI,S,SCHOOLWIDE,270,266,196,73.7,NULL,NULL,*,*,208,77.04,17,6.3,*,*,*,*,NULL,NULL,37,13.7,*,*,*,*,*,*
2003,115115,ST. LOUIS CITY,6010,WASHINGTON MONTESSORI,S,SCHOOLWIDE,274,271,209,77.1,NULL,NULL,*,*,203,74.09,23,8.39,*,*,*,*,NULL,NULL,43,15.69,*,*,*,*,*,*
2004,115115,ST. LOUIS CITY,6010,WASHINGTON MONTESSORI,NULL, ,244,251,199,79.3,NULL,NULL,*,*,169,69.26,30,12.3,*,*,*,*,NULL,NULL,34,13.93,*,*,*,*,*,*
2005,115115,ST. LOUIS CITY,6010,WASHINGTON MONTESSORI,NULL, ,245,247,213,86.2,NULL,NULL,*,*,154,62.86,39,15.92,*,*,*,*,NULL,NULL,38,15.51,*,*,*,*,*,*
1991,115115,ST. LOUIS CITY,6030,WILKINSON EARLY CHILDHOOD CTR.,NULL, ,102,113,*,*,NULL,NULL,*,*,63,61.76,*,*,*,*,*,*,NULL,NULL,39,38.24,*,*,*,*,*,*
1992,115115,ST. LOUIS CITY,6030,WILKINSON EARLY CHILDHOOD CTR.,NULL, ,210,226,*,*,NULL,NULL,*,*,121,57.62,*,*,*,*,*,*,NULL,NULL,89,42.38,*,*,*,*,*,*
1993,115115,ST. LOUIS CITY,6030,WILKINSON EARLY CHILDHOOD CTR.,NULL, ,224,241,*,*,NULL,NULL,*,*,131,58.48,*,*,*,*,*,*,NULL,NULL,92,41.07,*,*,*,*,*,*
1994,115115,ST. LOUIS CITY,6030,WILKINSON EARLY CHILDHOOD CTR.,NULL, ,231,235,*,*,NULL,NULL,*,*,140,60.61,*,*,*,*,*,*,NULL,NULL,90,38.96,*,*,*,*,*,*
1995,115115,ST. LOUIS CITY,6030,WILKINSON EARLY CHILDHOOD CTR.,NULL, ,221,221,*,*,NULL,NULL,*,*,136,61.54,*,*,*,*,*,*,NULL,NULL,83,37.56,*,*,*,*,*,*
1996,115115,ST. LOUIS CITY,6030,WILKINSON EARLY CHILDHOOD CTR.,NULL, ,216,221,137,62,NULL,NULL,*,*,128,59.26,*,*,*,*,*,*,NULL,NULL,85,39.35,*,*,*,*,*,*
1997,115115,ST. LOUIS CITY,6030,WILKINSON EARLY CHILDHOOD CTR.,NULL, ,224,231,153,66.2,NULL,NULL,*,*,133,59.38,*,*,*,*,*,*,NULL,NULL,88,39.29,*,*,*,*,*,*
1998,115115,ST. LOUIS CITY,6030,WILKINSON EARLY CHILDHOOD CTR.,NULL, ,237,232,138,59.5,NULL,NULL,*,*,134,56.54,*,*,*,*,*,*,NULL,NULL,98,41.35,*,*,*,*,*,*
1999,115115,ST LOUIS CITY,6030,WILKINSON EARLY CHILDHOOD CTR.,S,SCHOOLWIDE,215,215,162,75.3,NULL,NULL,*,*,126,58.6,*,*,*,*,*,*,NULL,NULL,85,39.53,*,*,*,*,*,*
2000,115115,ST. LOUIS CITY,6030,WILKINSON EARLY CHILDHOOD CTR.,S,SCHOOLWIDE,199,206,155,75.2,NULL,NULL,*,*,120,60.3,*,*,*,*,*,*,NULL,NULL,74,37.19,*,*,*,*,*,*
2001,115115,ST. LOUIS CITY,6030,WILKINSON EARLY CHILDHOOD CTR.,S,SCHOOLWIDE,181,184,132,71.7,NULL,NULL,*,*,113,62.43,*,*,*,*,*,*,NULL,NULL,64,35.36,*,*,*,*,*,*
2002,115115,ST. LOUIS CITY,6030,WILKINSON EARLY CHILDHOOD CTR.,S,SCHOOLWIDE,164,159,123,77.4,NULL,NULL,*,*,104,63.41,5,3.05,*,*,*,*,NULL,NULL,55,33.54,*,*,*,*,*,*
2003,115115,ST. LOUIS CITY,6030,WILKINSON EARLY CHILDHOOD CTR.,S,SCHOOLWIDE,175,171,127,74.3,NULL,NULL,*,*,111,63.43,*,*,*,*,*,*,NULL,NULL,60,34.29,*,*,*,*,*,*
2004,115115,ST. LOUIS CITY,6030,WILKINSON EARLY CHILDHOOD CTR.,S,SCHOOLWIDE,165,168,120,71.4,NULL,NULL,*,*,108,65.45,*,*,*,*,*,*,NULL,NULL,52,31.52,*,*,*,*,*,*
2005,115115,ST. LOUIS CITY,6030,WILKINSON EARLY CHILDHOOD CTR.,S,SCHOOLWIDE,173,174,130,74.7,NULL,NULL,*,*,104,60.12,6,3.47,*,*,*,*,NULL,NULL,58,33.53,*,*,*,*,*,*
1991,115115,ST. LOUIS CITY,6050,WILLIAMS BRANCH I ELEM.,NULL, ,84,88,*,*,NULL,NULL,*,*,84,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1991,115115,ST. LOUIS CITY,6100,WOERNER I.G.E. ELEM.,NULL, ,278,295,*,*,NULL,NULL,*,*,151,54.32,*,*,*,*,*,*,NULL,NULL,122,43.88,*,*,*,*,*,*
1992,115115,ST. LOUIS CITY,6100,WOERNER I.G.E. ELEM.,NULL, ,384,406,*,*,NULL,NULL,*,*,201,52.34,*,*,*,*,*,*,NULL,NULL,181,47.14,*,*,*,*,*,*
1993,115115,ST. LOUIS CITY,6100,WOERNER I.G.E. ELEM.,NULL, ,418,411,*,*,NULL,NULL,*,*,235,56.22,*,*,*,*,*,*,NULL,NULL,179,42.82,*,*,*,*,*,*
1994,115115,ST. LOUIS CITY,6100,WOERNER I.G.E. ELEM.,NULL, ,407,428,*,*,NULL,NULL,*,*,228,56.02,*,*,*,*,*,*,NULL,NULL,175,43,*,*,*,*,*,*
1995,115115,ST. LOUIS CITY,6100,WOERNER I.G.E. ELEM.,NULL, ,389,404,*,*,NULL,NULL,*,*,230,59.13,*,*,*,*,*,*,NULL,NULL,155,39.85,*,*,*,*,*,*
1996,115115,ST. LOUIS CITY,6100,WOERNER I.G.E. ELEM.,NULL, ,383,405,311,76.8,NULL,NULL,*,*,229,59.79,*,*,*,*,*,*,NULL,NULL,150,39.16,*,*,*,*,*,*
1997,115115,ST. LOUIS CITY,6100,WOERNER I.G.E. ELEM.,NULL, ,418,428,312,72.9,NULL,NULL,*,*,233,55.74,*,*,*,*,*,*,NULL,NULL,180,43.06,*,*,*,*,*,*
1998,115115,ST. LOUIS CITY,6100,WOERNER I.G.E. ELEM.,NULL, ,418,425,305,71.8,NULL,NULL,*,*,239,57.18,*,*,*,*,*,*,NULL,NULL,174,41.63,*,*,*,*,*,*
1999,115115,ST LOUIS CITY,6100,WOERNER I.G.E. ELEM.,S,SCHOOLWIDE,398,413,305,73.8,NULL,NULL,*,*,224,56.28,*,*,*,*,*,*,NULL,NULL,165,41.46,*,*,*,*,*,*
2000,115115,ST. LOUIS CITY,6100,WOERNER I.G.E. ELEM.,S,SCHOOLWIDE,392,397,299,75.3,NULL,NULL,*,*,222,56.63,*,*,*,*,*,*,NULL,NULL,158,40.31,*,*,*,*,*,*
2001,115115,ST. LOUIS CITY,6100,MADISON I.G.E. ELEM.,S,SCHOOLWIDE,315,311,241,77.5,NULL,NULL,*,*,216,68.57,*,*,*,*,*,*,NULL,NULL,89,28.25,*,*,*,*,*,*
2002,115115,ST. LOUIS CITY,6100,MADISON I.G.E. ELEM.,S,SCHOOLWIDE,247,239,188,78.7,NULL,NULL,*,*,167,67.61,*,*,*,*,*,*,NULL,NULL,74,29.96,*,*,*,*,*,*
2003,115115,ST. LOUIS CITY,6100,MADISON I.G.E. ELEM.,S,SCHOOLWIDE,194,193,142,73.6,NULL,NULL,*,*,126,64.95,*,*,*,*,*,*,NULL,NULL,61,31.44,*,*,*,*,*,*
2004,115115,ST. LOUIS CITY,6100,MADISON I.G.E. ELEM.,S,SCHOOLWIDE,304,289,241,83.4,NULL,NULL,*,*,209,68.75,8,2.63,*,*,*,*,NULL,NULL,80,26.32,*,*,*,*,*,*
2005,115115,ST. LOUIS CITY,6100,MADISON I.G.E. ELEM.,S,SCHOOLWIDE,197,199,171,85.9,NULL,NULL,*,*,131,66.5,7,3.55,*,*,*,*,NULL,NULL,55,27.92,*,*,*,*,*,*
1991,115115,ST. LOUIS CITY,6120,WOODWARD ELEM.,NULL, ,562,547,*,*,NULL,NULL,*,*,183,32.56,*,*,*,*,*,*,NULL,NULL,379,67.44,*,*,*,*,*,*
1992,115115,ST. LOUIS CITY,6120,WOODWARD ELEM.,NULL, ,512,520,*,*,NULL,NULL,*,*,164,32.03,8,1.56,*,*,*,*,NULL,NULL,340,66.41,*,*,*,*,*,*
1993,115115,ST. LOUIS CITY,6120,WOODWARD ELEM.,NULL, ,303,299,*,*,NULL,NULL,*,*,93,30.69,5,1.65,*,*,*,*,NULL,NULL,204,67.33,*,*,*,*,*,*
1994,115115,ST. LOUIS CITY,6120,WOODWARD ELEM.,NULL, ,513,506,*,*,NULL,NULL,*,*,143,27.88,10,1.95,*,*,*,*,NULL,NULL,355,69.2,*,*,*,*,*,*
1995,115115,ST. LOUIS CITY,6120,WOODWARD ELEM.,NULL, ,518,517,*,*,NULL,NULL,*,*,139,26.83,9,1.74,*,*,*,*,NULL,NULL,362,69.88,*,*,*,*,*,*
1996,115115,ST. LOUIS CITY,6120,WOODWARD ELEM.,NULL, ,465,478,415,86.8,NULL,NULL,*,*,184,39.57,*,*,*,*,*,*,NULL,NULL,270,58.06,*,*,*,*,*,*
1997,115115,ST. LOUIS CITY,6120,WOODWARD ELEM.,NULL, ,464,481,423,87.9,NULL,NULL,*,*,188,40.52,*,*,*,*,*,*,NULL,NULL,270,58.19,*,*,*,*,*,*
1998,115115,ST. LOUIS CITY,6120,WOODWARD ELEM.,NULL, ,512,520,453,87.1,NULL,NULL,*,*,245,47.85,*,*,*,*,*,*,NULL,NULL,260,50.78,*,*,*,*,*,*
1999,115115,ST LOUIS CITY,6120,WOODWARD ELEM.,S,SCHOOLWIDE,519,529,463,87.5,NULL,NULL,*,*,305,58.77,9,1.73,*,*,*,*,NULL,NULL,195,37.57,*,*,*,*,*,*
2000,115115,ST. LOUIS CITY,6120,WOODWARD ELEM.,S,SCHOOLWIDE,419,432,372,86.1,NULL,NULL,*,*,253,60.38,9,2.15,*,*,*,*,NULL,NULL,145,34.61,*,*,*,*,*,*
2001,115115,ST. LOUIS CITY,6120,WOODWARD ELEM.,S,SCHOOLWIDE,377,381,342,89.8,NULL,NULL,*,*,235,62.33,7,1.86,*,*,*,*,NULL,NULL,129,34.22,*,*,*,*,*,*
2002,115115,ST. LOUIS CITY,6120,WOODWARD ELEM.,S,SCHOOLWIDE,333,354,325,91.8,NULL,NULL,*,*,184,55.26,12,3.6,*,*,*,*,NULL,NULL,127,38.14,*,*,*,*,*,*
2003,115115,ST. LOUIS CITY,6120,WOODWARD ELEM.,S,SCHOOLWIDE,386,395,359,90.9,NULL,NULL,*,*,201,52.07,21,5.44,*,*,*,*,NULL,NULL,158,40.93,*,*,*,*,*,*
2004,115115,ST. LOUIS CITY,6120,WOODWARD ELEM.,S,SCHOOLWIDE,394,407,323,79.4,NULL,NULL,*,*,200,50.76,20,5.08,*,*,*,*,NULL,NULL,163,41.37,*,*,*,*,*,*
2005,115115,ST. LOUIS CITY,6120,WOODWARD ELEM.,S,SCHOOLWIDE,364,362,338,93.4,NULL,NULL,*,*,196,53.85,32,8.79,*,*,*,*,NULL,NULL,120,32.97,*,*,*,*,*,*
1991,115115,ST. LOUIS CITY,6140,WYMAN ELEM.,NULL, ,597,610,*,*,NULL,NULL,*,*,428,71.69,5,0.84,*,*,*,*,NULL,NULL,161,26.97,*,*,*,*,*,*
1992,115115,ST. LOUIS CITY,6140,WYMAN ELEM.,NULL, ,545,520,*,*,NULL,NULL,*,*,418,76.7,*,*,*,*,*,*,NULL,NULL,125,22.94,*,*,*,*,*,*
1993,115115,ST. LOUIS CITY,6140,WYMAN ELEM.,NULL, ,363,362,*,*,NULL,NULL,*,*,322,88.71,*,*,*,*,*,*,NULL,NULL,40,11.02,*,*,*,*,*,*
1994,115115,ST. LOUIS CITY,6140,WYMAN ELEM.,NULL, ,410,432,*,*,NULL,NULL,*,*,349,85.12,*,*,*,*,*,*,NULL,NULL,59,14.39,*,*,*,*,*,*
1995,115115,ST. LOUIS CITY,6140,WYMAN ELEM.,NULL, ,483,496,*,*,NULL,NULL,*,*,349,72.26,5,1.04,*,*,*,*,NULL,NULL,88,18.22,*,*,*,*,*,*
1996,115115,ST. LOUIS CITY,6140,WYMAN ELEM.,NULL, ,413,411,391,95.1,NULL,NULL,*,*,330,79.9,6,1.45,*,*,*,*,NULL,NULL,50,12.11,*,*,*,*,*,*
1997,115115,ST. LOUIS CITY,6140,WYMAN ELEM.,NULL, ,469,475,462,97.3,NULL,NULL,*,*,399,85.07,*,*,*,*,*,*,NULL,NULL,41,8.74,*,*,*,*,*,*
1998,115115,ST. LOUIS CITY,6140,WYMAN ELEM.,NULL, ,402,418,406,97.1,NULL,NULL,*,*,323,80.35,*,*,*,*,*,*,NULL,NULL,54,13.43,*,*,*,*,*,*
1999,115115,ST LOUIS CITY,6140,WYMAN ELEM.,S,SCHOOLWIDE,386,398,376,94.5,NULL,NULL,*,*,301,77.98,*,*,*,*,*,*,NULL,NULL,55,14.25,*,*,*,*,*,*
2000,115115,ST. LOUIS CITY,6140,WYMAN ELEM.,S,SCHOOLWIDE,413,420,415,98.8,NULL,NULL,*,*,327,79.18,*,*,*,*,*,*,NULL,NULL,59,14.29,*,*,*,*,*,*
2001,115115,ST. LOUIS CITY,6140,WYMAN ELEM.,S,SCHOOLWIDE,387,390,*,*,NULL,NULL,*,*,306,79.07,13,3.36,*,*,*,*,NULL,NULL,50,12.92,*,*,*,*,*,*
2002,115115,ST. LOUIS CITY,6140,WYMAN ELEM.,S,SCHOOLWIDE,347,335,*,*,NULL,NULL,*,*,256,73.78,*,*,*,*,*,*,NULL,NULL,68,19.6,*,*,*,*,*,*
2003,115115,ST. LOUIS CITY,6140,WYMAN ELEM.,S,SCHOOLWIDE,303,314,309,98.4,NULL,NULL,*,*,242,79.87,8,2.64,*,*,*,*,NULL,NULL,43,14.19,*,*,*,*,*,*
2004,115115,ST. LOUIS CITY,6140,WYMAN ELEM.,S,SCHOOLWIDE,297,276,*,*,NULL,NULL,*,*,240,80.81,11,3.7,*,*,*,*,NULL,NULL,33,11.11,*,*,*,*,*,*
2005,115115,ST. LOUIS CITY,6140,WYMAN ELEM.,S,SCHOOLWIDE,235,241,235,97.5,NULL,NULL,*,*,185,78.72,13,5.53,*,*,*,*,NULL,NULL,19,8.09,*,*,*,*,*,*
1991,115115,ST. LOUIS CITY,6280,CARDINAL GLENNON HOSPITAL,NULL, ,11,0,*,*,NULL,NULL,*,*,9,81.82,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1992,115115,ST. LOUIS CITY,6280,CARDINAL GLENNON HOSPITAL,NULL, ,14,0,*,*,NULL,NULL,*,*,10,71.43,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1993,115115,ST. LOUIS CITY,6280,CARDINAL GLENNON HOSPITAL,NULL, ,19,12,*,*,NULL,NULL,*,*,14,73.68,*,*,*,*,*,*,NULL,NULL,5,26.32,*,*,*,*,*,*
1994,115115,ST. LOUIS CITY,6280,CARDINAL GLENNON HOSPITAL,NULL, ,21,13,*,*,NULL,NULL,*,*,18,85.71,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1995,115115,ST. LOUIS CITY,6280,CARDINAL GLENNON HOSPITAL,NULL, ,19,13,*,*,NULL,NULL,*,*,15,78.95,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1996,115115,ST. LOUIS CITY,6280,CARDINAL GLENNON HOSPITAL,NULL, ,18,0,*,*,NULL,NULL,*,*,11,61.11,*,*,*,*,*,*,NULL,NULL,7,38.89,*,*,*,*,*,*
1997,115115,ST. LOUIS CITY,6280,CARDINAL GLENNON HOSPITAL,NULL, ,13,0,*,*,NULL,NULL,*,*,8,61.54,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1998,115115,ST. LOUIS CITY,6280,CARDINAL GLENNON HOSPITAL,NULL, ,11,0,*,*,NULL,NULL,*,*,8,72.73,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1999,115115,ST LOUIS CITY,6280,CARDINAL GLENNON HOSPITAL,NULL, ,11,0,*,*,NULL,NULL,*,*,10,90.91,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2000,115115,ST. LOUIS CITY,6280,CARDINAL GLENNON HOSPITAL,NULL, ,13,11,*,*,NULL,NULL,*,*,6,46.15,*,*,*,*,*,*,NULL,NULL,7,53.85,*,*,*,*,*,*
2001,115115,ST. LOUIS CITY,6280,CARDINAL GLENNON HOSPITAL,NULL, ,18,12,*,*,NULL,NULL,*,*,11,61.11,*,*,*,*,*,*,NULL,NULL,7,38.89,*,*,*,*,*,*
2002,115115,ST. LOUIS CITY,6280,CARDINAL GLENNON HOSPITAL,NULL, ,0,0,*,*,NULL,NULL,*,*,*,*,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2003,115115,ST. LOUIS CITY,6280,CARDINAL GLENNON HOSPITAL,NULL, ,15,10,*,*,NULL,NULL,*,*,7,46.67,*,*,*,*,*,*,NULL,NULL,8,53.33,*,*,*,*,*,*
2004,115115,ST. LOUIS CITY,6280,CARDINAL GLENNON HOSPITAL,NULL, ,0,0,*,*,NULL,NULL,*,*,*,*,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2005,115115,ST. LOUIS CITY,6280,CARDINAL GLENNON HOSPITAL,NULL, ,11,0,*,*,NULL,NULL,*,*,11,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1991,115115,ST. LOUIS CITY,6340,ST. LOUIS CHILDREN'S HOSPITAL,NULL, ,21,22,*,*,NULL,NULL,*,*,20,95.24,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1992,115115,ST. LOUIS CITY,6340,ST. LOUIS CHILDREN'S HOSPITAL,NULL, ,22,0,*,*,NULL,NULL,*,*,15,68.18,*,*,*,*,*,*,NULL,NULL,7,31.82,*,*,*,*,*,*
1993,115115,ST. LOUIS CITY,6340,ST. LOUIS CHILDREN'S HOSPITAL,NULL, ,23,22,*,*,NULL,NULL,*,*,19,82.61,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1994,115115,ST. LOUIS CITY,6340,ST. LOUIS CHILDREN'S HOSPITAL,NULL, ,20,18,*,*,NULL,NULL,*,*,17,85,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1995,115115,ST. LOUIS CITY,6340,ST. LOUIS CHILDREN'S HOSPITAL,NULL, ,15,24,*,*,NULL,NULL,*,*,11,73.33,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1996,115115,ST. LOUIS CITY,6340,ST. LOUIS CHILDREN'S HOSPITAL,NULL, ,23,14,*,*,NULL,NULL,*,*,16,69.57,*,*,*,*,*,*,NULL,NULL,7,30.43,*,*,*,*,*,*
1997,115115,ST. LOUIS CITY,6340,ST. LOUIS CHILDREN'S HOSPITAL,NULL, ,16,13,7,53.8,NULL,NULL,*,*,15,93.75,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1998,115115,ST. LOUIS CITY,6340,ST. LOUIS CHILDREN'S HOSPITAL,NULL, ,20,16,*,*,NULL,NULL,*,*,18,90,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1999,115115,ST LOUIS CITY,6340,ST. LOUIS CHILDREN'S HOSPITAL,NULL, ,19,12,6,50,NULL,NULL,*,*,12,63.16,*,*,*,*,*,*,NULL,NULL,7,36.84,*,*,*,*,*,*
2000,115115,ST. LOUIS CITY,6340,ST. LOUIS CHILDREN'S HOSPITAL,NULL, ,21,15,*,*,NULL,NULL,*,*,16,76.19,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2001,115115,ST. LOUIS CITY,6340,ST. LOUIS CHILDREN'S HOSPITAL,NULL, ,20,19,*,*,NULL,NULL,*,*,15,75,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2002,115115,ST. LOUIS CITY,6340,ST. LOUIS CHILDREN'S HOSPITAL,NULL, ,16,17,*,*,NULL,NULL,*,*,11,68.75,*,*,*,*,*,*,NULL,NULL,5,31.25,*,*,*,*,*,*
2003,115115,ST. LOUIS CITY,6340,ST. LOUIS CHILDREN'S HOSPITAL,NULL, ,19,17,*,*,NULL,NULL,*,*,13,68.42,*,*,*,*,*,*,NULL,NULL,6,31.58,*,*,*,*,*,*
2004,115115,ST. LOUIS CITY,6340,ST. LOUIS CHILDREN'S HOSPITAL,NULL, ,17,12,*,*,NULL,NULL,*,*,11,64.71,*,*,*,*,*,*,NULL,NULL,6,35.29,*,*,*,*,*,*
2005,115115,ST. LOUIS CITY,6340,ST. LOUIS CHILDREN'S HOSPITAL,NULL, ,15,0,*,*,NULL,NULL,*,*,8,53.33,*,*,*,*,*,*,NULL,NULL,6,40,*,*,*,*,*,*
