YEAR,COUNTY_DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,TITLE1_FLAG,TITLE1_FLAG_DESC,ENROLLMENT_GRADES_K_12,JANUARY_MEMBERSHIP,LUNCH_COUNT_FREE_REDUCED,LUNCH_COUNT_FREE_REDUCED_PCT,ENROLLMENT_ASIAN,ENROLLMENT_ASIAN_PCT,ENROLLMENT_ASIAN_PACIFIC_ISLANDER,ENROLLMENT_ASIAN_PACIFIC_ISLANDER_PCT,ENROLLMENT_BLACK,ENROLLMENT_BLACK_PCT,ENROLLMENT_HISPANIC,ENROLLMENT_HISPANIC_PCT,ENROLLMENT_INDIAN,ENROLLMENT_INDIAN_PCT,ENROLLMENT_MULTIRACIAL,ENROLLMENT_MULTIRACIAL_PCT,ENROLLMENT_PACIFIC_ISLANDER,ENROLLMENT_PACIFIC_ISLANDER_PCT,ENROLLMENT_WHITE,ENROLLMENT_WHITE_PCT,ENROLLMENT_ELL_LEP,ENROLLMENT_ELL_LEP_PCT,ENROLLMENT_GRADE_PK_ELL_LEP,ENROLLMENT_GRADE_PK_ELL_LEP_PCT,IEP_SCHOOLAGE_CHILDCOUNT,IEP_INCIDENCE_RATE
2016,115906,CONFLUENCE ACADEMIES,6930,OLD NORTH,S,SCHOOLWIDE,805,788,*,*,*,*,NULL,NULL,796,98.88,*,*,*,*,5,0.62,*,*,*,*,*,*,*,*,76,9.44
2017,115906,CONFLUENCE ACADEMIES,6930,OLD NORTH,S,SCHOOLWIDE,615,589,*,*,*,*,NULL,NULL,608,98.86,*,*,*,*,5,0.81,*,*,*,*,*,*,*,*,52,8.46
2018,115906,CONFLUENCE ACADEMIES,6930,OLD NORTH,S,SCHOOLWIDE,465,452,*,*,*,*,NULL,NULL,457,98.28,*,*,*,*,*,*,*,*,6,1.29,*,*,*,*,43,9.25
2019,115906,CONFLUENCE ACADEMIES,6930,OLD NORTH,S,SCHOOLWIDE,417,405,*,*,*,*,NULL,NULL,410,98.32,*,*,*,*,*,*,*,*,*,*,*,*,*,*,33,7.91
2020,115906,CONFLUENCE ACADEMIES,6930,OLD NORTH ACADEMY,S,SCHOOLWIDE,478,469,*,*,*,*,NULL,NULL,470,98.33,*,*,*,*,7,1.46,*,*,*,*,*,*,*,*,54,11.3
2008,115906,CONFLUENCE ACADEMIES,6931,WALNUT PARK,S,SCHOOLWIDE,765,769,742,96.5,NULL,NULL,*,*,763,99.74,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,56,7.32
2009,115906,CONFLUENCE ACADEMIES,6931,WALNUT PARK,S,SCHOOLWIDE,908,842,803,95.4,NULL,NULL,*,*,905,99.67,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,54,5.95
2010,115906,CONFLUENCE ACADEMIES,6931,WALNUT PARK,S,SCHOOLWIDE,917,900,866,96.2,NULL,NULL,*,*,914,99.67,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,70,7.63
2011,115906,CONFLUENCE ACADEMIES,6931,WALNUT PARK,S,SCHOOLWIDE,913,865,834,96.4,*,*,NULL,NULL,887,97.15,*,*,*,*,*,*,*,*,26,2.85,*,*,*,*,67,7.34
2012,115906,CONFLUENCE ACADEMIES,6931,WALNUT PARK,S,SCHOOLWIDE,905,897,858,95.7,*,*,NULL,NULL,887,98.01,*,*,*,*,*,*,*,*,15,1.66,*,*,*,*,76,8.4
2013,115906,CONFLUENCE ACADEMIES,6931,WALNUT PARK,S,SCHOOLWIDE,876,795,783,98.5,*,*,NULL,NULL,864,98.63,*,*,*,*,*,*,*,*,8,0.91,*,*,*,*,86,9.82
2014,115906,CONFLUENCE ACADEMIES,6931,WALNUT PARK,S,SCHOOLWIDE,830,804,783,97.4,*,*,NULL,NULL,823,99.16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,88,10.6
2015,115906,CONFLUENCE ACADEMIES,6931,WALNUT PARK,S,SCHOOLWIDE,718,719,*,*,*,*,NULL,NULL,712,99.16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,62,8.64
2016,115906,CONFLUENCE ACADEMIES,6931,ASPIRE ACADEMY,S,SCHOOLWIDE,648,620,*,*,*,*,NULL,NULL,644,99.38,*,*,*,*,*,*,*,*,*,*,*,*,*,*,53,8.18
2017,115906,CONFLUENCE ACADEMIES,6931,ASPIRE ACADEMY,S,SCHOOLWIDE,558,484,*,*,*,*,NULL,NULL,552,98.92,*,*,*,*,*,*,*,*,*,*,*,*,*,*,40,7.17
2018,115906,CONFLUENCE ACADEMIES,6931,ASPIRE ACADEMY,S,SCHOOLWIDE,381,380,*,*,*,*,NULL,NULL,377,98.95,*,*,*,*,*,*,*,*,*,*,*,*,*,*,31,8.14
2019,115906,CONFLUENCE ACADEMIES,6931,ASPIRE ACADEMY,S,SCHOOLWIDE,366,344,*,*,*,*,NULL,NULL,363,99.18,*,*,*,*,*,*,*,*,*,*,*,*,*,*,40,10.93
2020,115906,CONFLUENCE ACADEMIES,6931,ASPIRE ACADEMY,S,SCHOOLWIDE,439,430,*,*,*,*,NULL,NULL,434,98.86,*,*,*,*,*,*,*,*,*,*,*,*,*,*,50,11.39
2008,115906,CONFLUENCE ACADEMIES,6932,SOUTH CITY,S,SCHOOLWIDE,610,586,468,79.9,NULL,NULL,7,1.15,466,76.39,121,19.84,*,*,*,*,NULL,NULL,16,2.62,*,*,*,*,27,4.43
2009,115906,CONFLUENCE ACADEMIES,6932,SOUTH CITY,S,SCHOOLWIDE,766,758,739,97.5,NULL,NULL,9,1.17,551,71.93,174,22.72,*,*,*,*,NULL,NULL,31,4.05,*,*,*,*,40,5.22
2010,115906,CONFLUENCE ACADEMIES,6932,SOUTH CITY,S,SCHOOLWIDE,906,882,859,97.4,NULL,NULL,14,1.55,653,72.08,204,22.52,*,*,*,*,NULL,NULL,35,3.86,205,22.63,*,*,56,6.18
2011,115906,CONFLUENCE ACADEMIES,6932,SOUTH CITY,S,SCHOOLWIDE,940,927,900,97.1,14,1.49,NULL,NULL,646,68.72,227,24.15,*,*,*,*,*,*,52,5.53,238,25.32,*,*,75,7.98
2012,115906,CONFLUENCE ACADEMIES,6932,SOUTH CITY,S,SCHOOLWIDE,937,926,909,98.2,11,1.17,NULL,NULL,598,63.82,280,29.88,*,*,7,0.75,*,*,40,4.27,296,31.59,*,*,64,6.83
2013,115906,CONFLUENCE ACADEMIES,6932,SOUTH CITY,S,SCHOOLWIDE,900,866,858,99.1,8,0.89,NULL,NULL,539,59.89,309,34.33,*,*,7,0.78,*,*,37,4.11,274,30.44,*,*,69,7.67
2014,115906,CONFLUENCE ACADEMIES,6932,SOUTH CITY,S,SCHOOLWIDE,827,803,790,98.4,9,1.09,NULL,NULL,472,57.07,314,37.97,*,*,8,0.97,*,*,24,2.9,286,34.58,*,*,64,7.74
2015,115906,CONFLUENCE ACADEMIES,6932,SOUTH CITY,S,SCHOOLWIDE,840,831,*,*,11,1.31,NULL,NULL,476,56.67,321,38.21,*,*,11,1.31,*,*,19,2.26,272,32.38,*,*,62,7.38
2016,115906,CONFLUENCE ACADEMIES,6932,SOUTH CITY,S,SCHOOLWIDE,839,827,*,*,8,0.95,NULL,NULL,458,54.59,337,40.17,*,*,16,1.91,*,*,20,2.38,231,27.53,*,*,63,7.51
2017,115906,CONFLUENCE ACADEMIES,6932,SOUTH CITY,S,SCHOOLWIDE,814,795.5,*,*,9,1.11,NULL,NULL,413,50.74,355,43.61,*,*,18,2.21,*,*,18,2.21,259,31.82,*,*,60,7.37
2018,115906,CONFLUENCE ACADEMIES,6932,SOUTH CITY,S,SCHOOLWIDE,769,770,*,*,7,0.91,NULL,NULL,390,50.72,345,44.86,*,*,*,*,*,*,24,3.12,262,34.07,*,*,55,7.15
2019,115906,CONFLUENCE ACADEMIES,6932,SOUTH CITY,S,SCHOOLWIDE,779,764,*,*,5,0.64,NULL,NULL,414,53.15,334,42.88,*,*,*,*,*,*,23,2.95,244,31.32,*,*,74,9.5
2020,115906,CONFLUENCE ACADEMIES,6932,SOUTH CITY,S,SCHOOLWIDE,785,770,*,*,*,*,NULL,NULL,393,50.06,359,45.73,*,*,9,1.15,*,*,19,2.42,276,35.16,*,*,79,10.06
2008,115907,IMAGINE ACAD. ACADEMIC SUCCESS,6935,IA OF ACADEMIC SUCCESS,T,TARGETED,405,388,308,79.4,NULL,NULL,*,*,402,99.26,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,33,8.15
2009,115907,IMAGINE ACAD. ACADEMIC SUCCESS,6935,IA OF ACADEMIC SUCCESS,S,SCHOOLWIDE,505,504,428,84.9,NULL,NULL,*,*,504,99.8,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,43,8.51
2010,115907,IMAGINE ACAD. ACADEMIC SUCCESS,6935,IA OF ACADEMIC SUCCESS,S,SCHOOLWIDE,478,452,401,88.7,NULL,NULL,*,*,476,99.58,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,42,8.79
2011,115907,IMAGINE ACAD. ACADEMIC SUCCESS,6935,IA OF ACADEMIC SUCCESS,S,SCHOOLWIDE,872,852,815,95.7,*,*,NULL,NULL,862,98.85,*,*,*,*,*,*,*,*,7,0.8,*,*,*,*,73,8.37
2012,115907,IMAGINE ACAD. ACADEMIC SUCCESS,6935,IA OF ACADEMIC SUCCESS,S,SCHOOLWIDE,955,857,832,97.1,*,*,NULL,NULL,953,99.79,*,*,*,*,*,*,*,*,*,*,*,*,*,*,68,7.12
2009,115908,IMAGINE ACADEMY OF CAREERS,1925,IMAGINE COLLEGE PREP. HIGH,S,SCHOOLWIDE,775,769,640,83.2,NULL,NULL,*,*,758,97.81,*,*,6,0.77,*,*,NULL,NULL,5,0.65,*,*,*,*,56,7.23
2010,115908,IMAGINE ACADEMY OF CAREERS,1925,IMAGINE COLLEGE PREP. HIGH,S,SCHOOLWIDE,655,599,537,89.6,NULL,NULL,*,*,645,98.47,*,*,*,*,*,*,NULL,NULL,5,0.76,*,*,*,*,47,7.18
2011,115908,IMAGINE ACADEMY OF CAREERS,1925,IMAGINE COLLEGE PREP. HIGH,S,SCHOOLWIDE,746,695.01,600,86.3,*,*,NULL,NULL,735,98.53,*,*,*,*,6,0.8,*,*,*,*,*,*,*,*,46,6.17
2012,115908,IMAGINE ACADEMY OF CAREERS,1925,IMAGINE COLLEGE PREP. HIGH,S,SCHOOLWIDE,745,689,626,90.9,*,*,NULL,NULL,736,98.79,*,*,*,*,*,*,*,*,*,*,*,*,*,*,59,7.92
2008,115908,IMAGINE ACADEMY OF CAREERS,3915,IA OF CAREERS MIDDLE,T,TARGETED,333,268,*,*,NULL,NULL,*,*,323,97,7,2.1,*,*,*,*,NULL,NULL,*,*,*,*,*,*,21,6.31
2009,115908,IMAGINE ACADEMY OF CAREERS,3915,IA OF CAREERS MIDDLE,S,SCHOOLWIDE,331,315,277,87.9,NULL,NULL,*,*,328,99.09,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,20,6.04
2010,115908,IMAGINE ACADEMY OF CAREERS,3915,IA OF CAREERS MIDDLE,S,SCHOOLWIDE,287,274,252,92,NULL,NULL,*,*,283,98.61,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,40,13.94
2011,115908,IMAGINE ACADEMY OF CAREERS,3915,IA OF CAREERS MIDDLE,S,SCHOOLWIDE,361,348,309,88.8,*,*,NULL,NULL,358,99.17,*,*,*,*,*,*,*,*,*,*,*,*,*,*,45,12.47
2012,115908,IMAGINE ACADEMY OF CAREERS,3915,IA OF CAREERS MIDDLE,S,SCHOOLWIDE,403,381,335,87.9,*,*,NULL,NULL,400,99.26,*,*,*,*,*,*,*,*,*,*,*,*,*,*,41,10.17
2008,115908,IMAGINE ACADEMY OF CAREERS,6940,IA OF CAREERS ELEM.,T,TARGETED,335,308,300,97.4,NULL,NULL,*,*,317,94.63,7,2.09,*,*,*,*,NULL,NULL,10,2.99,*,*,*,*,19,5.67
2009,115908,IMAGINE ACADEMY OF CAREERS,6940,IA OF CAREERS ELEM.,S,SCHOOLWIDE,421,410,394,96.1,NULL,NULL,*,*,395,93.82,5,1.19,*,*,*,*,NULL,NULL,21,4.99,*,*,*,*,45,10.69
2010,115908,IMAGINE ACADEMY OF CAREERS,6940,IA OF CAREERS ELEM.,S,SCHOOLWIDE,409,391,368,94.1,NULL,NULL,*,*,380,92.91,*,*,5,1.22,*,*,NULL,NULL,19,4.65,6,1.47,*,*,53,12.96
2011,115908,IMAGINE ACADEMY OF CAREERS,6940,IA OF CAREERS ELEM.,S,SCHOOLWIDE,444,418.08,372.1,89,*,*,NULL,NULL,409,92.12,5,1.13,*,*,8,1.8,*,*,22,4.95,*,*,*,*,67,15.09
2012,115908,IMAGINE ACADEMY OF CAREERS,6940,IA OF CAREERS ELEM.,S,SCHOOLWIDE,472,438,412,94.1,*,*,NULL,NULL,446,94.49,5,1.06,*,*,6,1.27,*,*,15,3.18,*,*,*,*,39,8.26
2008,115909,IMAGINE ACADEMY ES AND MATH,6945,IA OF ENVIRON. SCIENCE/MATH,T,TARGETED,600,612,496,81,NULL,NULL,*,*,550,91.67,16,2.67,*,*,*,*,NULL,NULL,32,5.33,*,*,*,*,43,7.17
2009,115909,IMAGINE ACADEMY ES AND MATH,6945,IA OF ENVIRON. SCIENCE/MATH,S,SCHOOLWIDE,1387,1358,1147,84.5,NULL,NULL,*,*,1329,95.82,12,0.87,27,1.95,*,*,NULL,NULL,18,1.3,*,*,*,*,107,7.71
2010,115909,IMAGINE ACADEMY ES AND MATH,6945,IA OF ENVIRON. SCIENCE/MATH,S,SCHOOLWIDE,1338,1320,1175,89,NULL,NULL,*,*,1290,96.41,10,0.75,25,1.87,*,*,NULL,NULL,11,0.82,*,*,*,*,132,9.87
2011,115909,IMAGINE ACADEMY ES AND MATH,6945,IA OF ENVIRON. SCIENCE/MATH,S,SCHOOLWIDE,1343,1316.02,1211,92,*,*,NULL,NULL,1299,96.72,18,1.34,13,0.97,*,*,*,*,7,0.52,*,*,*,*,159,11.84
2012,115909,IMAGINE ACADEMY ES AND MATH,6945,IA OF ENVIRON. SCIENCE/MATH,S,SCHOOLWIDE,1290,1193,1155,96.8,*,*,NULL,NULL,1262,97.83,11,0.85,*,*,10,0.78,*,*,6,0.47,*,*,*,*,127,9.84
2008,115910,THE CAN!  ACADEMIES-ST. LOUIS,1915,THE CAN! ACADEMIES OF ST LOUIS,T,TARGETED,288,278,198,71.2,NULL,NULL,*,*,286,99.31,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,13,4.51
2009,115911,CITY GARDEN MONTESSORI,6955,CITY GARDEN MONTESSORI CHARTER,T,TARGETED,52,53,28,52.8,NULL,NULL,*,*,24,46.15,*,*,*,*,*,*,NULL,NULL,26,50,*,*,*,*,*,*
2010,115911,CITY GARDEN MONTESSORI,6955,CITY GARDEN MONTESSORI CHARTER,S,SCHOOLWIDE,79,80,44,55,NULL,NULL,*,*,36,45.57,*,*,*,*,*,*,NULL,NULL,41,51.9,*,*,*,*,*,*
2011,115911,CITY GARDEN MONTESSORI,6955,CITY GARDEN MONTESSORI CHARTER,S,SCHOOLWIDE,102,106,50,47.2,*,*,NULL,NULL,38,37.25,*,*,*,*,*,*,*,*,60,58.82,*,*,*,*,7,6.86
2012,115911,CITY GARDEN MONTESSORI,6955,CITY GARDEN MONTESSORI SCHOOL,S,SCHOOLWIDE,134,136,56,41.2,*,*,NULL,NULL,53,39.55,*,*,*,*,*,*,*,*,73,54.48,*,*,*,*,12,8.96
2013,115911,CITY GARDEN MONTESSORI,6955,CITY GARDEN MONTESSORI SCHOOL,S,SCHOOLWIDE,167,167,79,47.3,*,*,NULL,NULL,68,40.72,*,*,*,*,7,4.19,*,*,87,52.1,*,*,*,*,21,12.57
2014,115911,CITY GARDEN MONTESSORI,6955,CITY GARDEN MONTESSORI SCHOOL,S,SCHOOLWIDE,197,196,82,41.8,*,*,NULL,NULL,76,38.58,5,2.54,*,*,9,4.57,*,*,106,53.81,*,*,*,*,29,14.72
2015,115911,CITY GARDEN MONTESSORI,6955,CITY GARDEN MONTESSORI SCHOOL,S,SCHOOLWIDE,210,211,102,48.3,*,*,NULL,NULL,89,42.38,8,3.81,*,*,9,4.29,*,*,103,49.05,*,*,*,*,28,13.33
2016,115911,CITY GARDEN MONTESSORI,6955,CITY GARDEN MONTESSORI SCHOOL,S,SCHOOLWIDE,221,224,94,42,*,*,NULL,NULL,89,40.27,11,4.98,*,*,9,4.07,*,*,110,49.77,*,*,*,*,30,13.57
2017,115911,CITY GARDEN MONTESSORI,6955,CITY GARDEN MONTESSORI SCHOOL,S,SCHOOLWIDE,231,230,97,42.2,*,*,NULL,NULL,97,41.99,11,4.76,*,*,7,3.03,*,*,114,49.35,*,*,*,*,32,13.85
2018,115911,CITY GARDEN MONTESSORI,6955,CITY GARDEN MONTESSORI SCHOOL,S,SCHOOLWIDE,227,228,89,39,*,*,NULL,NULL,91,40.09,12,5.29,*,*,6,2.64,*,*,116,51.1,*,*,*,*,33,14.54
2019,115911,CITY GARDEN MONTESSORI,6955,CITY GARDEN MONTESSORI SCHOOL,S,SCHOOLWIDE,227,222,85,38.3,*,*,NULL,NULL,95,41.85,12,5.29,*,*,7,3.08,*,*,109,48.02,*,*,*,*,30,13.22
2020,115911,CITY GARDEN MONTESSORI,6955,CITY GARDEN MONTESSORI SCHOOL,S,SCHOOLWIDE,216,0,*,*,*,*,NULL,NULL,91,42.13,9,4.17,*,*,15,6.94,*,*,100,46.3,*,*,*,*,25,11.57
2010,115912,ST LOUIS LANG IMMERSION SCHOOL,6960,THE FRENCH SCHOOL,T,TARGETED,75,73,46,63,NULL,NULL,*,*,38,50.67,*,*,*,*,*,*,NULL,NULL,33,44,*,*,*,*,*,*
2011,115912,ST LOUIS LANG IMMERSION SCHOOL,6960,THE FRENCH SCHOOL,T,TARGETED,172,167,88,52.7,*,*,NULL,NULL,83,48.26,6,3.49,*,*,10,5.81,*,*,71,41.28,*,*,*,*,5,2.91
2012,115912,ST LOUIS LANG IMMERSION SCHOOL,6960,THE FRENCH SCHOOL,S,SCHOOLWIDE,236,230,123,53.5,*,*,NULL,NULL,134,56.78,6,2.54,*,*,6,2.54,*,*,89,37.71,5,2.12,*,*,13,5.51
2013,115912,ST LOUIS LANG IMMERSION SCHOOL,6960,THE FRENCH SCHOOL,S,SCHOOLWIDE,329,299,160,53.5,*,*,NULL,NULL,191,58.05,9,2.74,*,*,6,1.82,*,*,122,37.08,6,1.82,*,*,24,7.29
2014,115912,ST LOUIS LANG IMMERSION SCHOOL,6960,THE FRENCH SCHOOL,S,SCHOOLWIDE,324,305,170,55.7,*,*,NULL,NULL,184,56.79,9,2.78,*,*,*,*,*,*,128,39.51,*,*,*,*,38,11.73
2015,115912,ST. LOUIS LANG IMMERSION SCH,6960,THE FRENCH SCHOOL,S,SCHOOLWIDE,305,294,150,51,*,*,NULL,NULL,164,53.77,6,1.97,*,*,*,*,*,*,135,44.26,5,1.64,*,*,42,13.77
2016,115912,ST. LOUIS LANG IMMERSION SCH,6960,THE FRENCH SCHOOL,S,SCHOOLWIDE,224,212.4,138.4,65.2,*,*,NULL,NULL,123,54.91,5,2.23,*,*,*,*,*,*,93,41.52,*,*,*,*,27,12.05
2017,115912,ST. LOUIS LANG IMMERSION SCH,6960,THE FRENCH SCHOOL,S,SCHOOLWIDE,174,166.2,110,66.7,*,*,NULL,NULL,97,55.75,6,3.45,*,*,7,4.02,*,*,63,36.21,6,3.45,*,*,26,14.94
2019,115912,ST. LOUIS LANG IMMERSION SCH,6960,ST.LOUIS LANG IMMERSION PAPIN,S,SCHOOLWIDE,252,233.5,167,71.7,*,*,NULL,NULL,130,51.59,58,23.02,*,*,34,13.49,*,*,29,11.51,47,18.65,*,*,21,8.33
2010,115912,ST LOUIS LANG IMMERSION SCHOOL,6961,THE SPANISH SCHOOL,T,TARGETED,92,90,65,72.2,NULL,NULL,*,*,60,65.22,11,11.96,*,*,*,*,NULL,NULL,21,22.83,8,8.7,*,*,*,*
2011,115912,ST LOUIS LANG IMMERSION SCHOOL,6961,THE SPANISH SCHOOL,T,TARGETED,183,182,120,65.9,*,*,NULL,NULL,104,56.83,29,15.85,*,*,*,*,*,*,48,26.23,8,4.37,*,*,6,3.28
2012,115912,ST LOUIS LANG IMMERSION SCHOOL,6961,THE SPANISH SCHOOL,S,SCHOOLWIDE,288,289,181,62.6,*,*,NULL,NULL,160,55.56,51,17.71,*,*,*,*,*,*,73,25.35,23,7.99,*,*,9,3.13
2013,115912,ST LOUIS LANG IMMERSION SCHOOL,6961,THE SPANISH SCHOOL,S,SCHOOLWIDE,370,342,180,52.6,*,*,NULL,NULL,212,57.3,63,17.03,*,*,8,2.16,*,*,85,22.97,45,12.16,*,*,15,4.05
2014,115912,ST LOUIS LANG IMMERSION SCHOOL,6961,THE SPANISH SCHOOL,S,SCHOOLWIDE,402,400,270,67.5,*,*,NULL,NULL,230,57.21,65,16.17,*,*,9,2.24,*,*,96,23.88,38,9.45,*,*,24,5.97
2015,115912,ST. LOUIS LANG IMMERSION SCH,6961,THE SPANISH SCHOOL,S,SCHOOLWIDE,422,418,271,64.8,*,*,NULL,NULL,234,55.45,65,15.4,*,*,*,*,*,*,120,28.44,40,9.48,*,*,31,7.35
2016,115912,ST. LOUIS LANG IMMERSION SCH,6961,THE SPANISH SCHOOL,S,SCHOOLWIDE,400,389,283,72.8,*,*,NULL,NULL,223,55.75,59,14.75,*,*,14,3.5,*,*,100,25,50,12.5,*,*,37,9.25
2017,115912,ST. LOUIS LANG IMMERSION SCH,6961,THE SPANISH SCHOOL,S,SCHOOLWIDE,363,357,234,65.5,*,*,NULL,NULL,186,51.24,63,17.36,*,*,22,6.06,*,*,88,24.24,53,14.6,*,*,29,7.99
2018,115912,ST. LOUIS LANG IMMERSION SCH,6961,ST LOUIS LANG IMMERSION MARINE,S,SCHOOLWIDE,709,669,400.2,59.8,14,1.97,NULL,NULL,368,51.9,92,12.98,*,*,49,6.91,*,*,186,26.23,90,12.69,*,*,71,10.01
2019,115912,ST. LOUIS LANG IMMERSION SCH,6961,ST LOUIS LANG IMMERSION MARINE,S,SCHOOLWIDE,308,303.4,182.2,60.1,9,2.92,NULL,NULL,160,51.95,28,9.09,*,*,27,8.77,*,*,84,27.27,46,14.94,*,*,43,13.96
2020,115912,ST. LOUIS LANG IMMERSION SCH,6961,ST LOUIS LANG IMMERSION MARINE,S,SCHOOLWIDE,485,476.2,320,67.4,5,1.03,NULL,NULL,245,50.52,83,17.11,*,*,60,12.37,*,*,90,18.56,87,17.94,*,*,65,13.4
2013,115912,ST LOUIS LANG IMMERSION SCHOOL,6962,THE CHINESE SCHOOL,T,TARGETED,67,67,39,58.2,*,*,NULL,NULL,36,53.73,*,*,*,*,*,*,*,*,25,37.31,*,*,*,*,*,*
2014,115912,ST LOUIS LANG IMMERSION SCHOOL,6962,THE CHINESE SCHOOL,S,SCHOOLWIDE,144,133,80,60.2,9,6.25,NULL,NULL,86,59.72,*,*,*,*,*,*,*,*,47,32.64,*,*,*,*,*,*
2015,115912,ST. LOUIS LANG IMMERSION SCH,6962,THE CHINESE SCHOOL,S,SCHOOLWIDE,153,152,88,57.9,6,3.92,NULL,NULL,81,52.94,*,*,*,*,*,*,*,*,66,43.14,8,5.23,*,*,*,*
2016,115912,ST. LOUIS LANG IMMERSION SCH,6962,THE CHINESE SCHOOL,S,SCHOOLWIDE,168,162,91,56.2,6,3.57,NULL,NULL,81,48.21,*,*,*,*,8,4.76,*,*,73,43.45,*,*,*,*,5,2.98
2017,115912,ST. LOUIS LANG IMMERSION SCH,6962,THE CHINESE SCHOOL,S,SCHOOLWIDE,178,169,81,47.9,7,3.93,NULL,NULL,79,44.38,*,*,*,*,15,8.43,*,*,76,42.7,10,5.62,*,*,8,4.49
2015,115912,ST. LOUIS LANG IMMERSION SCH,6963,THE INTERNATIONAL SCHOOL,T,TARGETED,36,34,21,61.8,*,*,NULL,NULL,24,66.67,*,*,*,*,*,*,*,*,7,19.44,*,*,*,*,*,*
2016,115912,ST. LOUIS LANG IMMERSION SCH,6963,THE INTERNATIONAL SCHOOL,S,SCHOOLWIDE,54,46,37,80.4,*,*,NULL,NULL,39,72.22,7,12.96,*,*,*,*,*,*,8,14.81,6,11.11,*,*,6,11.11
2017,115912,ST. LOUIS LANG IMMERSION SCH,6963,THE INTERNATIONAL SCHOOL,S,SCHOOLWIDE,57,56,49,87.5,*,*,NULL,NULL,42,73.68,9,15.79,*,*,*,*,*,*,5,8.77,7,12.28,*,*,10,17.54
2010,115913,NORTH SIDE COMMUNITY SCHOOL,6965,NORTH SIDE COMMUNITY SCHOOL,T,TARGETED,54,51,*,*,NULL,NULL,*,*,54,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2011,115913,NORTH SIDE COMMUNITY SCHOOL,6965,NORTH SIDE COMMUNITY SCHOOL,S,SCHOOLWIDE,132,129,123,95.3,*,*,NULL,NULL,129,97.73,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,4.55
2012,115913,NORTH SIDE COMMUNITY SCHOOL,6965,NORTH SIDE COMMUNITY SCHOOL,S,SCHOOLWIDE,191,171,*,*,*,*,NULL,NULL,188,98.43,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7,3.66
2013,115913,NORTH SIDE COMMUNITY SCHOOL,6965,NORTH SIDE COMMUNITY SCHOOL,S,SCHOOLWIDE,218,208,*,*,*,*,NULL,NULL,215,98.62,*,*,*,*,*,*,*,*,*,*,*,*,*,*,10,4.59
2014,115913,NORTH SIDE COMMUNITY SCHOOL,6965,NORTH SIDE COMMUNITY SCHOOL,S,SCHOOLWIDE,278,263,248,94.3,*,*,NULL,NULL,263,94.6,*,*,*,*,9,3.24,*,*,5,1.8,*,*,*,*,17,6.12
2015,115913,NORTH SIDE COMMUNITY SCHOOL,6965,NORTH SIDE COMMUNITY SCHOOL,S,SCHOOLWIDE,315,288,*,*,*,*,NULL,NULL,308,97.78,*,*,*,*,*,*,*,*,*,*,*,*,*,*,21,6.67
2016,115913,NORTH SIDE COMMUNITY SCHOOL,6965,NORTH SIDE COMMUNITY SCHOOL,S,SCHOOLWIDE,348,334,*,*,*,*,NULL,NULL,343,98.56,*,*,*,*,*,*,*,*,*,*,*,*,*,*,31,8.91
2017,115913,NORTH SIDE COMMUNITY SCHOOL,6965,NORTH SIDE COMMUNITY SCHOOL,S,SCHOOLWIDE,354,341,*,*,*,*,NULL,NULL,351,99.15,*,*,*,*,*,*,*,*,*,*,*,*,*,*,26,7.34
2018,115913,NORTH SIDE COMMUNITY SCHOOL,6965,NORTH SIDE COMMUNITY SCHOOL,S,SCHOOLWIDE,353,342,*,*,*,*,NULL,NULL,351,99.43,*,*,*,*,*,*,*,*,*,*,*,*,*,*,29,8.22
2019,115913,NORTH SIDE COMMUNITY SCHOOL,6965,NORTH SIDE COMMUNITY SCHOOL,S,SCHOOLWIDE,349,344,*,*,*,*,NULL,NULL,344,98.57,*,*,*,*,*,*,*,*,*,*,*,*,*,*,30,8.6
2020,115913,NORTH SIDE COMMUNITY SCHOOL,6965,NORTH SIDE COMMUNITY SCHOOL,S,SCHOOLWIDE,357,346,*,*,*,*,NULL,NULL,342,95.8,*,*,*,*,8,2.24,*,*,*,*,*,*,*,*,34,9.52
2019,115913,NORTH SIDE COMMUNITY SCHOOL,6970,NORTH SIDE COMMUNITY-GRAND CTR,S,SCHOOLWIDE,75,72,*,*,*,*,NULL,NULL,75,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,11,14.67
