YEAR,COUNTY_DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,TITLE1_FLAG,TITLE1_FLAG_DESC,ENROLLMENT_GRADES_K_12,JANUARY_MEMBERSHIP,LUNCH_COUNT_FREE_REDUCED,LUNCH_COUNT_FREE_REDUCED_PCT,ENROLLMENT_ASIAN,ENROLLMENT_ASIAN_PCT,ENROLLMENT_ASIAN_PACIFIC_ISLANDER,ENROLLMENT_ASIAN_PACIFIC_ISLANDER_PCT,ENROLLMENT_BLACK,ENROLLMENT_BLACK_PCT,ENROLLMENT_HISPANIC,ENROLLMENT_HISPANIC_PCT,ENROLLMENT_INDIAN,ENROLLMENT_INDIAN_PCT,ENROLLMENT_MULTIRACIAL,ENROLLMENT_MULTIRACIAL_PCT,ENROLLMENT_PACIFIC_ISLANDER,ENROLLMENT_PACIFIC_ISLANDER_PCT,ENROLLMENT_WHITE,ENROLLMENT_WHITE_PCT,ENROLLMENT_ELL_LEP,ENROLLMENT_ELL_LEP_PCT,ENROLLMENT_GRADE_PK_ELL_LEP,ENROLLMENT_GRADE_PK_ELL_LEP_PCT,IEP_SCHOOLAGE_CHILDCOUNT,IEP_INCIDENCE_RATE
2020,115115,ST. LOUIS CITY,1500,CARNAHAN SCH. OF THE FUTURE,S,SCHOOLWIDE,323,304.5,*,*,*,*,NULL,NULL,295,91.33,8,2.48,*,*,*,*,*,*,15,4.64,6,1.86,*,*,64,19.81
2014,115115,ST. LOUIS CITY,1510,ST. LOUIS MED/BIO SCIENCE HIGH,NULL, ,61,57,27,47.4,15,24.59,NULL,NULL,27,44.26,*,*,*,*,*,*,*,*,18,29.51,*,*,*,*,*,*
2015,115115,ST. LOUIS CITY,1510,COLLEGIATE SCHOOL OF MED/BIO,NULL, ,110,109,*,*,21,19.09,NULL,NULL,62,56.36,*,*,*,*,*,*,*,*,24,21.82,*,*,*,*,*,*
2016,115115,ST. LOUIS CITY,1510,COLLEGIATE SCHOOL OF MED/BIO,T,TARGETED,174,170,*,*,24,13.79,NULL,NULL,93,53.45,8,4.6,*,*,*,*,*,*,48,27.59,*,*,*,*,*,*
2017,115115,ST. LOUIS CITY,1510,COLLEGIATE SCHOOL OF MED/BIO,NULL, ,224,221,*,*,30,13.39,NULL,NULL,113,50.45,12,5.36,*,*,*,*,*,*,65,29.02,*,*,*,*,*,*
2018,115115,ST. LOUIS CITY,1510,COLLEGIATE SCHOOL OF MED/BIO,NULL, ,245,242,*,*,27,11.02,NULL,NULL,124,50.61,15,6.12,*,*,*,*,*,*,77,31.43,*,*,*,*,*,*
2019,115115,ST. LOUIS CITY,1510,COLLEGIATE SCHOOL OF MED/BIO,NULL, ,259,253,*,*,27,10.42,NULL,NULL,116,44.79,18,6.95,*,*,*,*,*,*,96,37.07,*,*,*,*,*,*
2020,115115,ST. LOUIS CITY,1510,COLLEGIATE SCHOOL OF MED/BIO,NULL, ,289,284,*,*,34,11.76,NULL,NULL,122,42.21,17,5.88,*,*,*,*,*,*,115,39.79,*,*,*,*,*,*
2007,115115,ST. LOUIS CITY,1540,TRANSPORTATION AND LAW,T,TARGETED,128,123,110,89.4,NULL,NULL,*,*,126,98.44,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,35,27.34
2008,115115,ST. LOUIS CITY,1540,TRANSPORTATION AND LAW,T,TARGETED,220,212,167,78.8,NULL,NULL,*,*,218,99.09,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,51,23.18
2009,115115,ST. LOUIS CITY,1540,TRANSPORTATION AND LAW,NULL, ,285,266,205,77.1,NULL,NULL,*,*,284,99.65,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,67,23.51
2010,115115,ST. LOUIS CITY,1540,TRANSPORTATION AND LAW,S,SCHOOLWIDE,344,332,294,88.6,NULL,NULL,*,*,342,99.42,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,83,24.13
2011,115115,ST. LOUIS CITY,1540,TRANSPORTATION AND LAW,S,SCHOOLWIDE,318,307,266,86.6,*,*,NULL,NULL,314,98.74,*,*,*,*,*,*,*,*,*,*,*,*,*,*,68,21.38
2012,115115,ST. LOUIS CITY,1540,TRANSPORTATION AND LAW,S,SCHOOLWIDE,298,279,259,92.8,*,*,NULL,NULL,293,98.32,*,*,*,*,*,*,*,*,*,*,*,*,*,*,69,23.15
2013,115115,ST. LOUIS CITY,1540,TRANSPORTATION AND LAW,S,SCHOOLWIDE,269,258,248,96.1,*,*,NULL,NULL,264,98.14,*,*,*,*,*,*,*,*,*,*,*,*,*,*,50,18.59
2014,115115,ST. LOUIS CITY,1540,TRANSPORTATION AND LAW,S,SCHOOLWIDE,357,325,315,96.9,*,*,NULL,NULL,352,98.6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,68,19.05
2015,115115,ST. LOUIS CITY,1540,TRANSPORTATION AND LAW,S,SCHOOLWIDE,364,333,*,*,*,*,NULL,NULL,357,98.08,*,*,*,*,*,*,*,*,5,1.37,*,*,*,*,66,18.13
2016,115115,ST. LOUIS CITY,1540,TRANSPORTATION AND LAW,S,SCHOOLWIDE,370,351,*,*,*,*,NULL,NULL,366,98.92,*,*,*,*,*,*,*,*,*,*,*,*,*,*,71,19.19
2017,115115,ST. LOUIS CITY,1540,TRANSPORTATION AND LAW,S,SCHOOLWIDE,314,277,*,*,*,*,NULL,NULL,313,99.68,*,*,*,*,*,*,*,*,*,*,*,*,*,*,55,17.52
2018,115115,ST. LOUIS CITY,1540,TRANSPORTATION AND LAW,S,SCHOOLWIDE,243,232,*,*,*,*,NULL,NULL,241,99.18,*,*,*,*,*,*,*,*,*,*,*,*,*,*,45,18.52
2019,115115,ST. LOUIS CITY,1540,TRANSPORTATION AND LAW,S,SCHOOLWIDE,193,181,*,*,*,*,NULL,NULL,187,96.89,*,*,*,*,*,*,*,*,*,*,*,*,*,*,56,29.02
2020,115115,ST. LOUIS CITY,1540,TRANSPORTATION AND LAW,S,SCHOOLWIDE,193,193,*,*,*,*,NULL,NULL,192,99.48,*,*,*,*,*,*,*,*,*,*,*,*,*,*,60,31.09
2013,115115,ST. LOUIS CITY,1550,THE COLLEGE PREPARATORY HIGH,S,SCHOOLWIDE,437,402,377,93.8,*,*,NULL,NULL,434,99.31,*,*,*,*,*,*,*,*,*,*,*,*,*,*,56,12.81
2014,115115,ST. LOUIS CITY,1550,THE COLLEGE PREPARATORY HIGH,S,SCHOOLWIDE,375,336,321,95.5,*,*,NULL,NULL,375,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,45,12
2015,115115,ST. LOUIS CITY,1550,THE COLLEGE PREPARATORY HIGH,S,SCHOOLWIDE,290,270,*,*,*,*,NULL,NULL,287,98.97,*,*,*,*,*,*,*,*,*,*,*,*,*,*,48,16.55
2006,115115,ST. LOUIS CITY,1560,METRO HIGH,NULL, ,294,292,99,33.9,NULL,NULL,*,*,145,49.32,*,*,*,*,*,*,NULL,NULL,132,44.9,*,*,*,*,6,2.04
2007,115115,ST. LOUIS CITY,1560,METRO HIGH,NULL, ,328,312,109,34.9,NULL,NULL,*,*,167,50.91,6,1.83,*,*,*,*,NULL,NULL,138,42.07,*,*,*,*,6,1.83
2008,115115,ST. LOUIS CITY,1560,METRO HIGH,NULL, ,310,305,94,30.8,NULL,NULL,10,3.23,146,47.1,9,2.9,*,*,*,*,NULL,NULL,145,46.77,*,*,*,*,6,1.94
2009,115115,ST. LOUIS CITY,1560,METRO HIGH,NULL, ,304,294,98,33.3,NULL,NULL,11,3.62,145,47.7,9,2.96,*,*,*,*,NULL,NULL,139,45.72,*,*,*,*,5,1.64
2010,115115,ST. LOUIS CITY,1560,METRO HIGH,NULL, ,297,294,116,39.5,NULL,NULL,16,5.39,142,47.81,11,3.7,*,*,*,*,NULL,NULL,128,43.1,9,3.03,*,*,*,*
2011,115115,ST. LOUIS CITY,1560,METRO HIGH,NULL, ,291,287,98,34.1,18,6.19,NULL,NULL,133,45.7,15,5.15,*,*,*,*,*,*,125,42.96,*,*,*,*,*,*
2012,115115,ST. LOUIS CITY,1560,METRO HIGH,NULL, ,324,315,134,42.5,27,8.33,NULL,NULL,144,44.44,15,4.63,*,*,*,*,*,*,137,42.28,*,*,*,*,*,*
2013,115115,ST. LOUIS CITY,1560,METRO HIGH,NULL, ,316,310,129,41.6,30,9.49,NULL,NULL,143,45.25,17,5.38,*,*,*,*,*,*,125,39.56,*,*,*,*,*,*
2014,115115,ST. LOUIS CITY,1560,METRO HIGH,NULL, ,335,327,138,42.2,38,11.34,NULL,NULL,154,45.97,16,4.78,*,*,*,*,*,*,125,37.31,*,*,*,*,5,1.49
2015,115115,ST. LOUIS CITY,1560,METRO HIGH,NULL, ,335,325,*,*,35,10.45,NULL,NULL,152,45.37,8,2.39,*,*,*,*,*,*,139,41.49,*,*,*,*,5,1.49
2016,115115,ST. LOUIS CITY,1560,METRO HIGH,T,TARGETED,334,324,*,*,37,11.08,NULL,NULL,152,45.51,9,2.69,*,*,*,*,*,*,133,39.82,*,*,*,*,*,*
2017,115115,ST. LOUIS CITY,1560,METRO HIGH,NULL, ,340,333,*,*,37,10.88,NULL,NULL,156,45.88,14,4.12,*,*,*,*,*,*,132,38.82,*,*,*,*,*,*
2018,115115,ST. LOUIS CITY,1560,METRO HIGH,NULL, ,352,346,*,*,36,10.23,NULL,NULL,160,45.45,20,5.68,*,*,*,*,*,*,136,38.64,*,*,*,*,*,*
2019,115115,ST. LOUIS CITY,1560,METRO HIGH,NULL, ,377,370,*,*,40,10.61,NULL,NULL,161,42.71,23,6.1,*,*,*,*,*,*,153,40.58,*,*,*,*,*,*
2020,115115,ST. LOUIS CITY,1560,METRO HIGH,NULL, ,369,367,*,*,31,8.4,NULL,NULL,156,42.28,27,7.32,*,*,*,*,*,*,154,41.73,*,*,*,*,*,*
2008,115115,ST. LOUIS CITY,1570,MCKINLEY CLASS. LEADERSHIP AC.,NULL, ,16,16,7,43.8,NULL,NULL,*,*,9,56.25,*,*,*,*,*,*,NULL,NULL,6,37.5,*,*,*,*,*,*
2009,115115,ST. LOUIS CITY,1570,MCKINLEY CLASS. LEADERSHIP AC.,NULL, ,45,42,17,40.5,NULL,NULL,*,*,23,51.11,*,*,*,*,*,*,NULL,NULL,17,37.78,*,*,*,*,*,*
2010,115115,ST. LOUIS CITY,1570,MCKINLEY CLASS. LEADERSHIP AC.,NULL, ,58,59,34,57.6,NULL,NULL,*,*,33,56.9,*,*,*,*,*,*,NULL,NULL,18,31.03,*,*,*,*,*,*
2011,115115,ST. LOUIS CITY,1570,MCKINLEY CLASS. LEADERSHIP AC.,NULL, ,430,418,185,44.3,26,6.05,NULL,NULL,207,48.14,14,3.26,*,*,*,*,*,*,180,41.86,10,2.33,*,*,37,8.6
2012,115115,ST. LOUIS CITY,1570,MCKINLEY CLASS. LEADERSHIP AC.,NULL, ,402,393,173,44,16,3.98,NULL,NULL,196,48.76,14,3.48,*,*,*,*,*,*,173,43.03,*,*,*,*,27,6.72
2013,115115,ST. LOUIS CITY,1570,MCKINLEY CLASS. LEADERSHIP AC.,NULL, ,411,410,195,47.6,30,7.3,NULL,NULL,197,47.93,20,4.87,*,*,*,*,*,*,164,39.9,7,1.7,*,*,29,7.06
2014,115115,ST. LOUIS CITY,1570,MCKINLEY CLASS. LEADERSHIP AC.,NULL, ,474,465,225,48.4,34,7.17,NULL,NULL,234,49.37,20,4.22,*,*,*,*,*,*,185,39.03,6,1.27,*,*,26,5.49
2015,115115,ST. LOUIS CITY,1570,MCKINLEY CLASS. LEADERSHIP AC.,NULL, ,535,526,*,*,38,7.1,NULL,NULL,251,46.92,19,3.55,*,*,*,*,*,*,224,41.87,6,1.12,*,*,27,5.05
2016,115115,ST. LOUIS CITY,1570,MCKINLEY CLASS. LEADERSHIP AC.,T,TARGETED,528,519,*,*,27,5.11,NULL,NULL,268,50.76,14,2.65,*,*,*,*,*,*,216,40.91,6,1.14,*,*,24,4.55
2017,115115,ST. LOUIS CITY,1570,MCKINLEY CLASS. LEADERSHIP AC.,NULL, ,572,560,*,*,33,5.77,NULL,NULL,285,49.83,11,1.92,*,*,*,*,*,*,240,41.96,*,*,*,*,30,5.24
2018,115115,ST. LOUIS CITY,1570,MCKINLEY CLASS. LEADERSHIP AC.,NULL, ,583,572,*,*,30,5.15,NULL,NULL,279,47.86,19,3.26,*,*,*,*,*,*,251,43.05,5,0.86,*,*,28,4.8
2019,115115,ST. LOUIS CITY,1570,MCKINLEY CLASS. LEADERSHIP AC.,NULL, ,611,598,*,*,34,5.56,NULL,NULL,275,45.01,29,4.75,*,*,*,*,*,*,270,44.19,*,*,*,*,34,5.56
2020,115115,ST. LOUIS CITY,1570,MCKINLEY CLASS. LEADERSHIP AC.,NULL, ,652,638,*,*,26,3.99,NULL,NULL,302,46.32,31,4.75,*,*,*,*,*,*,291,44.63,*,*,*,*,39,5.98
2007,115115,ST. LOUIS CITY,1600,VASHON 9TH GRADE CTR.,T,TARGETED,209,219,179,81.7,NULL,NULL,*,*,209,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,70,33.49
2008,115115,ST. LOUIS CITY,1600,VASHON 9TH GRADE CTR.,T,TARGETED,212,179,145,81,NULL,NULL,*,*,212,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,78,36.79
2007,115115,ST. LOUIS CITY,1620,SUMNER 9TH GRADE CTR.,T,TARGETED,223,211,177,83.9,NULL,NULL,*,*,223,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,62,27.8
2007,115115,ST. LOUIS CITY,1640,ROOSEVELT 9TH GRADE CTR.,T,TARGETED,411,374,200,53.5,NULL,NULL,*,*,330,80.29,19,4.62,*,*,*,*,NULL,NULL,52,12.65,*,*,*,*,112,27.25
2008,115115,ST. LOUIS CITY,1640,ROOSEVELT 9TH GRADE CTR.,T,TARGETED,417,350,266,76,NULL,NULL,*,*,354,84.89,10,2.4,*,*,*,*,NULL,NULL,49,11.75,*,*,*,*,128,30.7
2009,115115,ST. LOUIS CITY,1640,ROOSEVELT 9TH GRADE CTR.,S,SCHOOLWIDE,308,282,175,62.1,NULL,NULL,5,1.62,261,84.74,*,*,*,*,*,*,NULL,NULL,39,12.66,*,*,*,*,91,29.55
2006,115115,ST. LOUIS CITY,1680,ROOSEVELT HIGH,NULL, ,1554,1429,1213,84.9,NULL,NULL,*,*,1360,87.52,36,2.32,*,*,*,*,NULL,NULL,137,8.82,*,*,*,*,401,25.8
2007,115115,ST. LOUIS CITY,1680,ROOSEVELT HIGH,NULL, ,1079,936,687,73.4,NULL,NULL,*,*,914,84.71,36,3.34,*,*,*,*,NULL,NULL,102,9.45,*,*,*,*,251,23.26
2008,115115,ST. LOUIS CITY,1680,ROOSEVELT HIGH,NULL, ,982,893,404,45.2,NULL,NULL,19,1.93,838,85.34,40,4.07,*,*,*,*,NULL,NULL,84,8.55,*,*,*,*,287,29.23
2009,115115,ST. LOUIS CITY,1680,ROOSEVELT HIGH,NULL, ,1057,1039.72,554,53.3,NULL,NULL,37,3.5,869,82.21,40,3.78,*,*,*,*,NULL,NULL,111,10.5,*,*,*,*,285,26.96
2010,115115,ST. LOUIS CITY,1680,ROOSEVELT HIGH,NULL, ,1218,1202,878,73,NULL,NULL,50,4.11,979,80.38,45,3.69,*,*,*,*,NULL,NULL,143,11.74,179,14.7,*,*,323,26.52
2011,115115,ST. LOUIS CITY,1680,ROOSEVELT HIGH,NULL, ,1003,1057,820,77.6,74,7.38,NULL,NULL,770,76.77,54,5.38,*,*,*,*,*,*,105,10.47,177,17.65,*,*,245,24.43
2012,115115,ST. LOUIS CITY,1680,ROOSEVELT HIGH,NULL, ,879,952,766,80.5,50,5.69,NULL,NULL,673,76.56,42,4.78,*,*,*,*,*,*,113,12.86,135,15.36,*,*,214,24.35
2013,115115,ST. LOUIS CITY,1680,ROOSEVELT HIGH,S,SCHOOLWIDE,906,931,798,85.7,61,6.73,NULL,NULL,674,74.39,46,5.08,*,*,*,*,*,*,124,13.69,148,16.34,*,*,230,25.39
2014,115115,ST. LOUIS CITY,1680,ROOSEVELT HIGH,S,SCHOOLWIDE,776,770,664,86.2,63,8.12,NULL,NULL,574,73.97,42,5.41,*,*,*,*,*,*,97,12.5,122,15.72,*,*,209,26.93
2015,115115,ST. LOUIS CITY,1680,ROOSEVELT HIGH,S,SCHOOLWIDE,625,684,*,*,43,6.88,NULL,NULL,452,72.32,49,7.84,*,*,*,*,*,*,81,12.96,127,20.32,*,*,154,24.64
2016,115115,ST. LOUIS CITY,1680,ROOSEVELT HIGH,S,SCHOOLWIDE,518,483,*,*,8,1.54,NULL,NULL,422,81.47,19,3.67,*,*,*,*,*,*,68,13.13,43,8.3,*,*,134,25.87
2017,115115,ST. LOUIS CITY,1680,ROOSEVELT HIGH,S,SCHOOLWIDE,462,608,*,*,10,2.16,NULL,NULL,377,81.6,26,5.63,*,*,*,*,*,*,49,10.61,48,10.39,*,*,110,23.81
2018,115115,ST. LOUIS CITY,1680,ROOSEVELT HIGH,S,SCHOOLWIDE,423,433,*,*,5,1.18,NULL,NULL,328,77.54,35,8.27,*,*,*,*,*,*,55,13,53,12.53,*,*,113,26.71
2019,115115,ST. LOUIS CITY,1680,ROOSEVELT HIGH,S,SCHOOLWIDE,444,405,*,*,9,2.03,NULL,NULL,343,77.25,38,8.56,*,*,*,*,*,*,54,12.16,88,19.82,*,*,92,20.72
2020,115115,ST. LOUIS CITY,1680,ROOSEVELT HIGH,S,SCHOOLWIDE,381,387,*,*,6,1.57,NULL,NULL,294,77.17,37,9.71,*,*,*,*,*,*,43,11.29,69,18.11,*,*,73,19.16
2006,115115,ST. LOUIS CITY,1730,SOLDAN INTERNATIONAL STUDIES,NULL, ,801,723,600,83,NULL,NULL,*,*,526,65.67,46,5.74,*,*,*,*,NULL,NULL,188,23.47,*,*,*,*,110,13.73
2007,115115,ST. LOUIS CITY,1730,SOLDAN INTERNATIONAL STUDIES,NULL, ,703,670,558,83.3,NULL,NULL,*,*,478,67.99,43,6.12,*,*,*,*,NULL,NULL,147,20.91,*,*,*,*,108,15.36
2008,115115,ST. LOUIS CITY,1730,SOLDAN INTERNATIONAL STUDIES,NULL, ,677,627,423,67.5,NULL,NULL,31,4.58,445,65.73,56,8.27,*,*,*,*,NULL,NULL,145,21.42,*,*,*,*,70,10.34
2009,115115,ST. LOUIS CITY,1730,SOLDAN INTERNATIONAL STUDIES,NULL, ,648,620,428,69,NULL,NULL,34,5.25,447,68.98,58,8.95,*,*,*,*,NULL,NULL,107,16.51,*,*,*,*,67,10.34
2010,115115,ST. LOUIS CITY,1730,SOLDAN INTERNATIONAL STUDIES,T,TARGETED,749,730,630,86.3,NULL,NULL,29,3.87,573,76.5,53,7.08,*,*,*,*,NULL,NULL,91,12.15,144,19.23,*,*,64,8.54
2011,115115,ST. LOUIS CITY,1730,SOLDAN INTERNATIONAL STUDIES,S,SCHOOLWIDE,676,658,570,86.6,22,3.25,NULL,NULL,531,78.55,45,6.66,*,*,*,*,*,*,75,11.09,114,16.86,*,*,47,6.95
2012,115115,ST. LOUIS CITY,1730,SOLDAN INTERNATIONAL STUDIES,S,SCHOOLWIDE,624,606,532,87.8,41,6.57,NULL,NULL,491,78.69,36,5.77,*,*,*,*,*,*,53,8.49,100,16.03,*,*,41,6.57
2013,115115,ST. LOUIS CITY,1730,SOLDAN INTERNATIONAL STUDIES,S,SCHOOLWIDE,553,538,475,88.3,31,5.61,NULL,NULL,469,84.81,22,3.98,*,*,*,*,*,*,31,5.61,61,11.03,*,*,25,4.52
2014,115115,ST. LOUIS CITY,1730,SOLDAN INTERNATIONAL STUDIES,S,SCHOOLWIDE,559,540,498,92.2,29,5.19,NULL,NULL,483,86.4,27,4.83,*,*,*,*,*,*,19,3.4,77,13.77,*,*,20,3.58
2015,115115,ST. LOUIS CITY,1730,SOLDAN INTERNATIONAL STUDIES,S,SCHOOLWIDE,554,539,*,*,38,6.86,NULL,NULL,479,86.46,16,2.89,*,*,*,*,*,*,20,3.61,80,14.44,*,*,19,3.43
2016,115115,ST. LOUIS CITY,1730,SOLDAN INTERNATIONAL STUDIES,S,SCHOOLWIDE,593,598,*,*,25,4.22,NULL,NULL,529,89.21,20,3.37,*,*,*,*,*,*,18,3.04,79,13.32,*,*,22,3.71
2017,115115,ST. LOUIS CITY,1730,SOLDAN INTERNATIONAL STUDIES,S,SCHOOLWIDE,574,563,*,*,25,4.36,NULL,NULL,496,86.41,36,6.27,*,*,*,*,*,*,16,2.79,92,16.03,*,*,19,3.31
2018,115115,ST. LOUIS CITY,1730,SOLDAN INTERNATIONAL STUDIES,S,SCHOOLWIDE,551,531,*,*,25,4.54,NULL,NULL,470,85.3,33,5.99,*,*,*,*,*,*,22,3.99,113,20.51,*,*,22,3.99
2019,115115,ST. LOUIS CITY,1730,SOLDAN INTERNATIONAL STUDIES,S,SCHOOLWIDE,527,511,*,*,10,1.9,NULL,NULL,455,86.34,32,6.07,*,*,*,*,*,*,29,5.5,105,19.92,*,*,20,3.8
2020,115115,ST. LOUIS CITY,1730,SOLDAN INTERNATIONAL STUDIES,S,SCHOOLWIDE,511,494,*,*,11,2.15,NULL,NULL,451,88.26,37,7.24,*,*,*,*,*,*,11,2.15,93,18.2,*,*,28,5.48
2006,115115,ST. LOUIS CITY,1800,SUMNER HIGH,NULL, ,1213,1166,948,81.3,NULL,NULL,*,*,1208,99.59,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,284,23.41
2007,115115,ST. LOUIS CITY,1800,SUMNER HIGH,NULL, ,840,729,576,79,NULL,NULL,*,*,837,99.64,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,191,22.74
2008,115115,ST. LOUIS CITY,1800,SUMNER HIGH,NULL, ,1016,837,541,64.6,NULL,NULL,*,*,1006,99.02,*,*,*,*,*,*,NULL,NULL,6,0.59,*,*,*,*,265,26.08
2009,115115,ST. LOUIS CITY,1800,SUMNER HIGH,NULL, ,948,861,530,61.6,NULL,NULL,*,*,940,99.16,5,0.53,*,*,*,*,NULL,NULL,*,*,*,*,*,*,223,23.52
2010,115115,ST. LOUIS CITY,1800,SUMNER HIGH,T,TARGETED,878,787,578,73.4,NULL,NULL,*,*,869,98.97,*,*,*,*,*,*,NULL,NULL,*,*,6,0.68,*,*,210,23.92
2011,115115,ST. LOUIS CITY,1800,SUMNER HIGH,NULL, ,586,536,469,87.5,*,*,NULL,NULL,583,99.49,*,*,*,*,*,*,*,*,*,*,*,*,*,*,142,24.23
2012,115115,ST. LOUIS CITY,1800,SUMNER HIGH,S,SCHOOLWIDE,521,563,499,88.6,*,*,NULL,NULL,520,99.81,*,*,*,*,*,*,*,*,*,*,*,*,*,*,140,26.87
2013,115115,ST. LOUIS CITY,1800,SUMNER HIGH,S,SCHOOLWIDE,576,536,480,89.6,*,*,NULL,NULL,565,98.09,*,*,*,*,*,*,*,*,*,*,10,1.74,*,*,140,24.31
2014,115115,ST. LOUIS CITY,1800,SUMNER HIGH,S,SCHOOLWIDE,579,520,487,93.7,*,*,NULL,NULL,574,99.14,*,*,*,*,*,*,*,*,*,*,*,*,*,*,134,23.14
2015,115115,ST. LOUIS CITY,1800,SUMNER HIGH,S,SCHOOLWIDE,440,446,*,*,*,*,NULL,NULL,433,98.41,*,*,*,*,*,*,*,*,*,*,7,1.59,*,*,106,24.09
2016,115115,ST. LOUIS CITY,1800,SUMNER HIGH,S,SCHOOLWIDE,356,368,*,*,*,*,NULL,NULL,355,99.72,*,*,*,*,*,*,*,*,*,*,*,*,*,*,88,24.72
2017,115115,ST. LOUIS CITY,1800,SUMNER HIGH,S,SCHOOLWIDE,320,294,*,*,*,*,NULL,NULL,319,99.69,*,*,*,*,*,*,*,*,*,*,*,*,*,*,96,30
2018,115115,ST. LOUIS CITY,1800,SUMNER HIGH,S,SCHOOLWIDE,272,262.75,*,*,*,*,NULL,NULL,269,98.9,*,*,*,*,*,*,*,*,*,*,*,*,*,*,77,28.31
2019,115115,ST. LOUIS CITY,1800,SUMNER HIGH,S,SCHOOLWIDE,267,260,*,*,*,*,NULL,NULL,262,98.13,*,*,*,*,*,*,*,*,*,*,*,*,*,*,69,25.84
2020,115115,ST. LOUIS CITY,1800,SUMNER HIGH,S,SCHOOLWIDE,193,202,*,*,*,*,NULL,NULL,190,98.45,*,*,*,*,*,*,*,*,*,*,*,*,*,*,52,26.94
2006,115115,ST. LOUIS CITY,1830,VASHON HIGH,NULL, ,1309,1140,864,75.8,NULL,NULL,*,*,1304,99.62,*,*,*,*,*,*,NULL,NULL,5,0.38,*,*,*,*,334,25.52
2007,115115,ST. LOUIS CITY,1830,VASHON HIGH,NULL, ,868,734,550,74.9,NULL,NULL,*,*,865,99.65,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,213,24.54
2008,115115,ST. LOUIS CITY,1830,VASHON HIGH,NULL, ,713,529,341,64.5,NULL,NULL,*,*,713,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,179,25.11
2009,115115,ST. LOUIS CITY,1830,VASHON HIGH,NULL, ,818,727,533,73.3,NULL,NULL,*,*,815,99.63,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,222,27.14
2010,115115,ST. LOUIS CITY,1830,VASHON HIGH,S,SCHOOLWIDE,739,672,548,81.5,NULL,NULL,*,*,736,99.59,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,184,24.9
2011,115115,ST. LOUIS CITY,1830,VASHON HIGH,S,SCHOOLWIDE,658,671,601,89.6,*,*,NULL,NULL,651,98.94,*,*,*,*,*,*,*,*,6,0.91,*,*,*,*,171,25.99
2012,115115,ST. LOUIS CITY,1830,VASHON HIGH,S,SCHOOLWIDE,828,812,721,88.8,*,*,NULL,NULL,814,98.31,*,*,*,*,*,*,*,*,10,1.21,7,0.85,*,*,188,22.71
2013,115115,ST. LOUIS CITY,1830,VASHON HIGH,S,SCHOOLWIDE,900,838,740,88.3,*,*,NULL,NULL,887,98.56,*,*,*,*,*,*,*,*,8,0.89,7,0.78,*,*,197,21.89
2014,115115,ST. LOUIS CITY,1830,VASHON HIGH,S,SCHOOLWIDE,864,830,763,91.9,*,*,NULL,NULL,856,99.07,*,*,*,*,*,*,*,*,6,0.69,12,1.39,*,*,200,23.15
2015,115115,ST. LOUIS CITY,1830,VASHON HIGH,S,SCHOOLWIDE,645,617,*,*,*,*,NULL,NULL,642,99.53,*,*,*,*,*,*,*,*,*,*,9,1.4,*,*,126,19.53
2016,115115,ST. LOUIS CITY,1830,VASHON HIGH,S,SCHOOLWIDE,616,604,*,*,*,*,NULL,NULL,613,99.51,*,*,*,*,*,*,*,*,*,*,*,*,*,*,127,20.62
2017,115115,ST. LOUIS CITY,1830,VASHON HIGH,S,SCHOOLWIDE,510,473,*,*,*,*,NULL,NULL,506,99.22,*,*,*,*,*,*,*,*,*,*,*,*,*,*,104,20.39
2018,115115,ST. LOUIS CITY,1830,VASHON HIGH,S,SCHOOLWIDE,422,407,*,*,*,*,NULL,NULL,418,99.05,*,*,*,*,*,*,*,*,*,*,*,*,*,*,92,21.8
2019,115115,ST. LOUIS CITY,1830,VASHON HIGH,S,SCHOOLWIDE,440,440,*,*,*,*,NULL,NULL,434,98.64,*,*,*,*,*,*,*,*,*,*,*,*,*,*,103,23.41
2020,115115,ST. LOUIS CITY,1830,VASHON HIGH,S,SCHOOLWIDE,440,479,*,*,*,*,NULL,NULL,432,98.18,*,*,*,*,*,*,*,*,6,1.36,*,*,*,*,80,18.18
